Sentence_ID,Sentence,Arg_Type,Argument_IDs,Argument_Relations
3765,"Zakharchenko's statements are a problem for Russia
because they are too straightforward.",claim,[3621],{}
3766,"As members
of the Council know - and as, increasingly, all the
world can see - the separatists he claims to lead are
trained and equipped by Russia and fight with Russian
forces by their side.",premise,[3622],{}
3767,"So when Zakharchenko brags
about seizing territory beyond the Minsk ceasefire
line; when he announces at rallies that separatists will
strike Ukrainian forces without provocation; and when
he says that he is not interested in negotiating, he is
not only speaking about the separatists' intentions but
also about Russia's intentions.",premise,[3623],{}
3768,"This offensive is made in
Moscow.",claim,[3624],{}
3769,"It is waged by Russian-trained and Russian-
funded separatists who use Russian missiles and
Russian tanks, who are backed up by Russian troops,
and whose operations receive direct Russian assistance.",premise,[3625],{}
3770,"Since December, Russia has transferred hundreds
of pieces of military equipment to pro-Russian
separatists in eastern Ukraine, including tanks,
armored vehicles, rocket systems, heavy artillery
and other military equipment.",premise,[3626],{}
3771,"And in recent weeks,
Russia has resupplied the separatists with hundreds
of pieces of advanced weaponry, including additional
rocket systems, heavy artillery, tanks and armoured
vehicles.",premise,[3627],{}
3772,"In mid to late January, notwithstanding the
shootdown of flight MH-17, Russia even deployed
into eastern Ukraine advanced surface-to-air missile
and anti-aircraft systems, marking the highest level of
Russian air-defence presence in Eastern Ukraine since
September 2014.",premise,[3628],{}
3773,"There is a direct correlation between
the movement of heavy weapons and the surge in that
movement across the border, and attempts by separatists
to take more ground.",premise,[3629],{}
3774,The horror wrought by this arsenal has been deadly.,claim,[3630],{}
3775,"According to the United Nations High Commissioner
for Human Rights, the period from 13 to 21 January was
the deadliest on record since the 5 September agreement
was signed in Minsk.",premise,[3631],{}
3776,"During this time, an average of
29 people were killed each day.",premise,[3632],{}
3777,"More than 5,000 people
have been killed and almost 11,000 maimed since the
conflict began in April 2014.",premise,[3633],{}
3778,"And today, this very day,
the attacks continue on the civilian-populated areas
over the Minsk ceasefire lines, not only in Mariupol and
Debaltsevo, but also in Pisky and Stanichno-Luhansk.",premise,[3634],{}
3779,"To the Russians, Mariupol and Debaltsevo may just be
strategic chess pieces in their effort to move the line of
territory that they control, but these cities are also home
to hundreds ofthousands okarainian civilians.",claim,"[3635, 3636]","{(3635, 3637): 'attack', (3635, 3638): 'attack', (3635, 3636): 'attack'}"
3780,"Nearly
500,000 people live in Mariupol, the second biggest
city in the Donetsk region, and more than 25,000 live in
Debaltsevo.",premise,[3637],{}
3781,"Mariupol is home to 92 preschools attended
by 13,000 children.",premise,[3638],{}
3782,"We continue to believe that the only solution to this
situation is a political solution, not a military solution.",premise,[3639],{}
3783,"To that end, we continue to support the efforts of the
trilateral contact group, as well as the Normandy
group of foreign ministers.",claim,[3640],{}
3784,"We welcome the Normandy
group's agreement in Berlin, which recognizes the need
for the full, immediate implementation of the Minsk
agreement.",claim,[3641],{}
3785,"If Russia is serious about peace, why does it not
condemn the statements by separatists that they will
attack Ukrainians first and accept no more ceasefires,
instead of trying to erase those statements from its
State-run news services?",premise,[3642],{}
3786,"If Russia is serious about
peace, why does it not pull its tanks and Grad missiles
out of eastern Ukraine instead of sending in more?",premise,[3643],{}
3787,"If
Russia is serious about peace, why does it not withdraw
its forces at least to the lines agreed upon at Minsk,
rather than send in a huge infusion of Russian heavy
weapons so as to carve out new lines?",premise,[3644],{}
3788,"Only if Russia
takes these steps will there be a chance for the political
solution that is so desperately needed.",claim,[3645],{}
3789,"Mr. Delattre (France) (spoke in French): I thank
Mr. Feltman for his briefing.",non-arg,[],{}
3790,"We would have all wished
to see 2015 begin under better auspices for Ukraine and
its stability.",claim,[3646],{}
3791,"The year has barely started, and twice in
less than a week the situation on the ground has forced
us to meet here.",premise,[3647],{}
3792,"The spiral of chaos, which started two weeks ago
after several months of relative calm, could not be halted
these past few days - quite the contrary.",claim,[3648],{}
3793,"The deaths of
13 civilians in Volnovakha on 13 January, as well as
the shelling of a trolleybus in Donetsk last week, which
claimed at least eight civilian victims, were already a
source of concern, even as the previous day the Russian,
Ukrainian, French and German Foreign Ministers had
been able to reach an agreement on the withdrawal of
heavy weaponry.",premise,[3649],{}
3794,"On Saturday and Sunday in Mariupol, separatist
groups attacked residential neighbourhoods with
rockets, killing nearly 30 civilians and instilling terror
among the population.",premise,[3650],{}
3795,"All reports from the ground, in
particular those of the Organization for Security and
Cooperation in Europe observers, confirm this.",premise,[3651],{}
3796,"More
than a further violation of the ceasefire, this is also a
serious violation of the international humanitarian law
that protects civilians.",claim,[3652],{}
3797,"These acts are unacceptable as
they indiscriminately target civilians.",premise,"[3653, 3654]","{(3653, 3654): 'support'}"
3798,"The offensive
against Mariupol, which was provocatively welcomed
by Alexander Zakharchenko last Saturday, violated the
commitments undertaken by the parties last September
in Minsk and is entirely unacceptable.",premise,"[3655, 3656]","{(3656, 3655): 'support'}"
3799,Let us not mince words.,non-arg,[],{}
3800,"By supporting the Ukrainian
separatists and their actions, Russia bears a significant
share of responsibility for the violence.",claim,"[3657, 3658]","{(3658, 3657): 'support'}"
3801,"We must now
turn to dialogue and seriously discuss the future of
Ukraine and how to restore peace.",claim,[3659],{}
3802,"We also call on
Russia to stop supporting the separatists, who are hell-
bent on destabilizing the situation.",claim,[3660],{}
3803,"We call for a long-
overdue end to the transfer of weapons and manpower
across the Russian-Ukrainian border, which is fuelling
the war and violates the territorial integrity of Ukraine
and the most fundamental principles of the Charter of
the United Nations, and which undermines diplomatic
efforts seeking to settle the conflict in accordance
with international law and the fundamental rights and
freedoms of all Ukrainians, including its minorities.",premise,"[3661, 3662, 3663]","{(3661, 3662): 'support', (3661, 3663): 'support'}"
3804,"We
urge Russia to use all its influence on the separatists in
the east of the country so that they fully respect the
ceasefire.",claim,[3664],{}
3805,"The statements made by Mr. Lavrov today,
announcing the facilitation of contacts between
the warring parties, are a positive sign but they are
not enough.",premise,[3665],{}
3806,"We also call on Ukraine to begin the
institutional reform as per its commitments.",claim,[3666],{}
3807,"President
Poroshenko has spoken publicly of the prospects
for national dialogue and institutional reform.",premise,[3667],{}
3808,"That
statement was a further step towards the comprehensive
implementation of the Minsk accords, which are the
only way to achieve a negotiated solution to this crisis.",claim,[3668],{}
3809,"The international community will judge the good faith
of the parties not on mere statements but on concrete and
verifiable actions that prove their genuine commitment
to de-escalation.",premise,[3669],{}
3810,"We must also call on all parties to refrain from
attacking the civilian population, to respect international
humanitarian law and to ensure humanitarian access to
the wounded and to civilians in need of assistance.",claim,[3670],{}
3811,"We
must underscore that there can be no military solution
to this conflict.",claim,[3671],{}
3812,"Only by all parties fully implementing
the Minsk accords and resuming serious diplomatic
discussions, in the context of the trilateral contact
group, can there be a positive outcome to this crisis.",premise,"[3672, 3673]","{(3673, 3672): 'support'}"
3813,Every efforts must be made to that end.,claim,[3674],{}
3814,"In this difficult context, we cannot afford to let
down our guard.",premise,[3675],{}
3815,"France remains and will remain
fully mobilized to achieving a peaceful settlement.",claim,[3676],{}
3816,"Our goals are clear and consistent: respect for the
ceasefire, the withdrawal of heavy weaponry on each
side of the contact line, a resumption of prisoner
exchanges, the resolution of humanitarian issues and
the implementation by the parties of all measures under
the Minsk accords.",claim,[3677],{}
3817,"France will pursue its efforts, in close contact with
our German partners and the Russian and Ukrainian
authorities, under the so-called Normandy format.",claim,[3678],{}
3818,We have no time to waste.,premise,[3679],{}
3819,"This is not the time for
prevarication or hypocrisy.",claim,[3680],{}
3820,"Today we must urgently
end this conflict, which has already claimed more than
5,000 lives and exacted too high a price from Ukraine,
from Russia, from the European Union and from the
international system as a whole.",premise,"[3681, 3682]","{(3681, 3682): 'support'}"
3821,"Mr. Oyarzun Marchesi (Spain) (spoke in Spanish):
I thank you, Sir, for having convened this meeting.",non-arg,[],{}
3822,"I
also thank Under-Secretary-General Feltman for his
briefing.",non-arg,[],{}
3823,"Ukraine has a democratic Constitution and is
implementing a process of reform.",premise,[3683],{}
3824,"Ukraine made
a decisive contribution to nuclear non-proliferation
when it decided in 1994 to renounce nuclear weapons.",premise,[3684],{}
3825,Ukraine is a crucial player in the international order.,claim,[3685],{}
3826,We unreservedly support its territorial integrity.,claim,[3686],{}
3827,"Given
these facts, there should be no violence in Ukraine.",claim,[3687],{}
3828,"However, today we are meeting once again due to an
extremely serious deterioration in the situation.",premise,[3688],{}
3829,"Spain would have liked the Council to adopt a
statement.",non-arg,[],{}
3830,"Unfortunately, this was not the case.",non-arg,[],{}
3831,"I
therefore vigorously and unreservedly condemn the
bombing of urban areas in the city of Mariupol, which
claimed tens of civilian victims and injured more than
100.",claim,"[3689, 3690]","{(3689, 3690): 'support'}"
3832,"I express the condolences of my country and my
delegation to the families of the victims and to the
people and Government of Ukraine.",non-arg,[],{}
3833,"They can count on
Spain's solidarity.",non-arg,[],{}
3834,"According to the information provided yesterday
by the Mission of the Organization for Security
and Cooperation in Europe (OSCE), as related
by Mr. Feltman, the rockets were launched from
locations under the control of rebel groups of the self-
proclaimed Donetsk People's Republic.",premise,"[3691, 3692]",{}
3835,"The command
responsibility for these attacks must be investigated and
the perpetrators held responsible and brought to justice.",claim,[3693],{}
3836,"Like other delegations, we deplore the statement made
by Alexander Zakharchenko shortly before the attack
on Mariupol.",claim,[3694],{}
3837,"The statements constitute a clear violation
of the ceasefire and of the Minsk accords.",premise,[3695],{}
3838,"The attacks
against civilians are a flagrant violation ofinternational
law.",claim,[3696],{}
3839,"International law puts obligations not only on the
parties but also on those within whose capacity it is to
act to prevent any further Violation of international law.",premise,[3697],{}
3840,"Furthermore, the High Commissioner for Human
Rights warned on Friday of the continued presence
of foreign fighters in eastern Ukraine.",premise,[3698],{}
3841,"According to
reports, in keeping with that of the High Commissioner,
they are troops of the Russian Federation.",premise,[3699],{}
3842,"The same
source confirmed the presence of sophisticated heavy
weaponry in populated areas, under the control of
armed rebel groups, and reported repeated violations
of the human rights of the civilians trapped there and a
lack of the rule of law in those areas.",premise,[3700],{}
3843,The Security Council cannot remain silent.,claim,[3701],{}
3844,"It
must make itself heard clearly given this situation.",claim,[3702],{}
3845,"We call once again for the full implementation of
the Minsk memorandum and protocol, and for the
immediate restoration of the ceasefire.",claim,[3703],{}
3846,"We appeal to
all those in a position to influence those responsible
for their horrendous acts, in particular to Russia, to,
in accordance with its status as a signatory to the
Minsk accords and to the joint Berlin declaration of
21 January, as well as a member of the OSCE trilateral
contact group, and in exercise of its responsibility of the
Security Council, contribute to de-escalate the tensions
and compel the rebel groups to renounce violence and
accept the peaceful and lawful path to pursue their
claims.",claim,[3704],{}
3847,"The violence and horrific acts of this weekend
sought to derail dialogue and undermine the negotiated
settlement of the crisis provided for in the Minsk
accords.",premise,[3705],{}
3848,We must not allow this to happen.,claim,[3706],{}
3849,"Mr. Liu Jieyi (China) (spoke in Chinese): I thank
Under-Secretary-General Feltman for his briefing.",non-arg,[],{}
3850,"In recent days, we have witnessed a drastic
deterioration in the situation in eastern Ukraine, with
frequent clashes and attacks that have caused heavy
casualties among civilians, including women and
children.",premise,"[3707, 3708]",{}
3851,"China condemns all violent attacks aimed at
civilians and expresses its condolences to the victims
and its sympathy to their families.",claim,[3709],{}
3852,"We support the conduct of an objective investigation
of the relevant attacks to determine the truth and bring
the perpetrators to justice.",claim,[3710],{}
3853,"Last week, the Security
Council held a public meeting on the question of
Ukraine (see S/PV.7365).",premise,[3711],{}
3854,"The relevant Member States
called on the parties to the conflict to take effective
measures to as to avoid any escalation of the conflict
or confrontation.",premise,[3712],{}
3855,"However, much to our distress, the
situation in eastern Ukraine has not improved but, on
the contrary, escalated, resulting in a considerable loss
of civilian life and property.",claim,[3713],{}
3856,"China is deeply concerned
at the recent developments in the situation.",non-arg,[],{}
3857,"The deterioration of the situation in eastern
Ukraine is not in the interest of any party.",premise,[3714],{}
3858,"What is most
urgent now is for all parties to be calm and exercise
restraint so as to avoid any further escalation of the
conflict or confrontation, to bring about a ceasefire and
stop the violence in eastern Ukraine and to implement
comprehensively the Minsk agreement reached in
September.",claim,[3715],{}
3859,"All of the parties concerned must make
effective efforts to achieve the aforementioned
objectives.",claim,[3716],{}
3860,"Current developments in the situation clearly
demonstrate that in dealing with the situation in
Ukraine, it is necessary to abide by the overall objective
of seeking a political settlement; to fully consider
the complex historical factors and the reality of the
issue relating to Ukraine; to take into full account the
legitimate rights, interests and demands of all regions
and ethnic communities in Ukraine; and to attach great
importance to addressing the legitimate concerns of
all parties and ensure that the interests of all sides are
accommodated in a balanced manner, so as to arrive at
a fundamental and enduring solution to the question of
Ukraine.",claim,"[3717, 3718, 3719, 3720, 3721]","{(3718, 3717): 'support', (3719, 3717): 'support', (3720, 3717): 'support', (3721, 3717): 'support'}"
3861,"The international community must make greater
diplomatic efforts to promote the quest for a political
settlement of the issue.",claim,[3722],{}
3862,"Discussions held by the Security
Council must play a constructive role in helping to ease
the situation in Ukraine.",premise,[3723],{}
3863,"China has consistently held that
the sovereignty and territorial integrity of all countries
should be respected.",claim,[3724],{}
3864,"Chinas has adopted an objective
and fair position concerning the question of Ukraine.",claim,[3725],{}
3865,"We support the relevant parties of the international
community in their efforts to seek a political settlement
of the question of Ukraine.",claim,[3726],{}
3866,"China calls on all parties to make greater efforts
and to bring into full play the role of the Normandy and
Minsk mediation mechanisms.",claim,[3727],{}
3867,"We hope that through
an inclusive political dialogue, and on the basis of
accommodating the legitimate interests and concerns
of all parties, it will be possible soon to reach a
comprehensive balanced and lasting political settlement
to achieve peace, security stability and development in
Ukraine and the region as a whole.",claim,"[3728, 3729]","{(3729, 3728): 'support'}"
3868,"China will continue
to play an active and constructive role in the quest for a
political settlement of the question of Ukraine.",claim,[3730],{}
3869,"Mr. Laro (Nigeria): I also thank Under-Secretary-
General Feltman for his briefing.",non-arg,[],{}
3870,"Since the Council's meeting last week on the
situation in Ukraine (see S/PV.7365), the conflict in the
country has intensified, and civilians continue to suffer
the consequences.",claim,[3731],{}
3871,"The rocket attacks on Mariupol,
which left 30 people dead and more than 100 injured,
including women and children, serve to illustrate
this point.",premise,[3732],{}
3872,"Nigeria condemns in the strongest terms
indiscriminate attacks on residential areas.",claim,[3733],{}
3873,"They serve
no military purpose, they violate international law and
they are unacceptable.",premise,[3734],{}
3874,"We call on both sides to immediately de-escalate
the fighting and respect the terms of the ceasefire
agreement reached at the Minsk peace talks.",claim,[3735],{}
3875,"We stress
that there can be no military solution to the conflict
in Ukraine.",claim,[3736],{}
3876,"The parties should seek a political solution
through dialogue.",claim,[3737],{}
3877,"It is important that the concerns of
the separatists be addressed within the framework of
a negotiated political settlement.",claim,[3738],{}
3878,"That should be done
without compromising the sovereignty, independence
and territorial integrity of Ukraine.",claim,[3739],{}
3879,"Mr. Ramirez Carrefio (Bolivarian Republic of Venezuela) (spoke in Spanish): The delegation of
the Bolivarian Republic of Venezuela thanks you,
Mr. President, for convening this Security Council
briefing on Ukraine.",non-arg,[],{}
3880,"We also welcome Mr. Jeffrey
Feltman, Under-Secretary-General for Political Affairs,
and we appreciate the information he has provided to us
on the political situation in Ukraine.",non-arg,[],{}
3881,"Our country expresses its grave concern about the
recent escalation of armed conflict in eastern Ukraine,
which has caused loss of civilian lives and untold
numbers of injuries.",premise,[3740],{}
3882,"Venezuela reiterates its call on
the parties to promote a peaceful, negotiated, political
solution to the crisis.",claim,[3741],{}
3883,"We stress that any violent incident
on the ground should be investigated independently,
and that the investigation's conclusions should be based
on irrefutable evidence.",claim,[3742],{}
3884,"Venezuela rejects any act of
violence or terrorism, in particular attacks against
civilians, from wherever they originate.",claim,[3743],{}
3885,"The intensification of the armed conflict in eastern
Ukraine makes it imperative that the parties put an end
to their hostilities in the area.",premise,"[3744, 3745]","{(3745, 3744): 'support'}"
3886,"The ceasefire is therefore
a crucial step.",claim,[3746],{}
3887,"It is necessary to continue on the path of seeking a
political and diplomatic solution to the Ukrainian crisis,
in which the conflicting parties commit to working on
achieving a firm and lasting peace.",claim,[3747],{}
3888,"The mediation efforts by regional organizations
is, in our View, particularly important in the process of
finding a negotiated settlement to the conflict.",claim,[3748],{}
3889,"In that
regard, we reiterate our support for the efforts of the
Organization for Security and Cooperation in Europe,
Germany and France to promote dialogue among
Ukraine, Russia and the representatives of the Donbas
region.",non-arg,[],{}
3890,"We also welcome the joint communique issued
on 21 January in Berlin by the Ministers for Foreign
Affairs of France, Germany, Russia and Ukraine,
and we encourage the parties to work together for its
implementation.",claim,[3749],{}
3891,"The Minsk agreements are the basis on which
lasting peace can be achieved in the region.",premise,[3750],{}
3892,"We reiterate
that any intervention by outside elements that violate
the Minsk agreements and regional efforts to reach an
agreement between the parties should be avoided.",claim,[3751],{}
3893,"Venezuela stresses that the parties must act with a
sense of restraint in order to prevent the dialogue from
being undermined by unilateral actions that jeopardize
the peace process.",claim,[3752],{}
3894,"The cycle of violence must be
broken.",claim,[3753],{}
3895,"Building the foundation for peace involves
putting an end to hate speech, ethnic persecution and
war propaganda.",premise,[3754],{}
3896,"The historic and root causes of the
conflict must be addressed and a political agreement
between the parties must be sought.",claim,[3755],{}
3897,"The escalation in hostilities requires strict
compliance by the belligerent parties with obligations
concerning the protection of civilians in the areas
affected by violence, including the need to ensure
humanitarian access to internally displaced persons,
refugees and others residents in areas affected by the
conflict.",premise,[3756],{}
3898,"Finally, we again call on all parties to redouble
their efforts in the search for a just and lasting political
solution, which is in their own interests and those of the
entire region.",claim,[3757],{}
3899,"Mr. McLay (New Zealand): We thank you,
Mr. President, for convening this debate, and all the
more so because of the failure of the Security Council
over the weekend to agree to a simple and clear press
statement that would have condemned the events in
Mariupol.",non-arg,[],{}
3900,"I also thank the Under-Secretary-General for
his briefing, which has been very helpful to the Council.",non-arg,[],{}
3901,"New Zealand condemns the killing of approximately
30 people and the injuring of more than 90 civilians on
24 January in Mariupol.",claim,[3758],{}
3902,"The reports of indiscriminate
shelling of civilian populations and residential areas are
deeply concerning, as indeed are the other incidents that
were outlined by Under-Secretary-General Feltman.",premise,[3759],{}
3903,"We voiced our concerns last week that the violence was
escalating at an alarming rate.",non-arg,[],{}
3904,"The Mariupol incident
confirms that the situation in eastern Ukraine is now
on a disastrous downward spiral.",premise,[3760],{}
3905,"We do not take this
incident in isolation.",premise,[3761],{}
3906,"Its occurrence, magnitude and
the claims made about it by the separatist leadership
speak for themselves.",premise,[3762],{}
3907,"It was a major assault on a
civilian population with the sole purpose of taking and
controlling the area as a result.",claim,[3763],{}
3908,"The most recent civilian casualties from the conflict
in eastern Ukraine are completely unacceptable.",claim,[3764],{}
3909,"We
call on all sides to respect international humanitarian
law and to refrain from any indiscriminate attacks.",claim,[3765],{}
3910,"In
that regard, we note that rockets have been launched
indiscriminately into civilian areas - a violation
of international humanitarian law.",premise,[3766],{}
3911,"There can be no
impunity for such reckless acts.",claim,[3767],{}
3912,"Those responsible must
be held accountable for their actions.",claim,[3768],{}
3913,"Russia's provision of troops and materiel to
'6

the separatists is irresponsible.",premise,[3769],{}
3914,"The threat of a
major Ukrainian war"" is both chilling and wholly
inappropriate, and it may now be close to a reality.",claim,[3770],{}
3915,"Against the mounting body of evidence, Russia
is unapologetic for the role it is playing in supporting
the separatists.",claim,"[3771, 3772]","{(3772, 3771): 'attack', (3772, 3769): 'support'}"
3916,Russia speaks about the facts.,premise,[3773],{}
3917,"What we
know for a fact is that Russia is playing a role in this
conflict.",claim,[3774],{}
3918,"We support the promotion of a fully inclusive
political dialogue.",claim,[3775],{}
3919,"We call on Russia, instead of
blaming others, to use the diplomatic and other tools
it has available to ensure that the separatists respect a
ceasefire.",claim,[3776],{}
3920,"That ceasefire, as already agreed on in the
Minsk accords, must be implemented immediately.",claim,[3777],{}
3921,"The Council must also live up to its responsibilities
under the Charter of the United Nations.",claim,[3778],{}
3922,"We must put
politics aside, difficult although that may be, and use
our collective influence to stop the killing of civilians
in eastern Ukraine.",claim,[3779],{}
3923,That must be the priority.,claim,[3780],{}
3924,"Although
this is perhaps not for today's meeting, in future we
would like to see the Council seriously consider how it
can put pressure on all the belligerents to implement the
ceasefire.",claim,[3781],{}
3925,"Words may no longer be enough; more action
may still be required.",claim,"[3782, 3783]","{(3783, 3782): 'support'}"
3926,"The President (spoke in Spanish): I shall now make
a statement in my capacity as representative of Chile.",non-arg,[],{}
3927,"We would like to thank Mr. Jeffrey Feltman for his
briefing on the recent events in Ukraine.",non-arg,[],{}
3928,"We join in the condemnation of the indiscriminate
shelling of residential areas in the city of Mariupol,
an attack that constitutes a significant and worrying
escalation of the level of violence in eastern Ukraine.",premise,"[3784, 3785]","{(3784, 3785): 'support'}"
3929,"Those responsible for such deplorable acts against
the civilian population must be held accountable, and
we emphasize the absolute necessity for an objective
investigation of the facts that will see that those
responsible are brought to justice.",claim,"[3786, 3787]","{(3786, 3785): 'support', (3787, 3785): 'support'}"
3930,"The violence must end so that Ukrainians can
rebuild their lives in a stable and secure country,
while maintaining its sovereignty and territorial
integrity in accordance with the Charter of the United
Nations.",premise,"[3788, 3789]","{(3788, 3789): 'support'}"
3931,"We urge the parties to fully implement the
Minsk agreements, which, along with the ceasefire
memorandum of 19 September, have laid the foundations
and established the criteria for a negotiated solution to
the crisis.",premise,"[3790, 3791]","{(3790, 3791): 'support', (3790, 3792): 'support'}"
3932,"We furthermore recall that in Minsk all parties
agreed to allow the Organization for Security and
Cooperation in Europe (OSCE) to monitor and verify
the ceasefire.",premise,[3792],{}
3933,"We emphasize our support for the OSCE'S
Special Monitoring Mission in Ukraine and urge the
parties to cooperate with its mandate, particularly
through support for the delivery of humanitarian aid.",claim,[3793],{}
3934,"I now resume my functions as President of the
Security Council.",non-arg,[],{}
3935,I give the floor to the representative of Ukraine.,non-arg,[],{}
3936,"Mr. Sergeyev (Ukraine): Thank you for convening
today's urgent meeting, Mr. President.",non-arg,[],{}
3937,"I would also
like to thank Under-Secretary-General Feltman for his
briefing, and all those here whose statements supported
Ukraine and expressed sympathy with my people.",non-arg,[],{}
3938,"Unfortunately, since the previous Security Council
meeting on Ukraine on 21 January, (see S/PV.7365)
the situation there has deteriorated significantly.",claim,[3794],{}
3939,"On
24 January, Russian-backed terrorists committed
another heinous crime against humanity.",claim,[3795],{}
3940,"As a result of
the shelling of residential areas in Mariupol, in eastern
Ukraine, 30 civilians were killed and more than 100
wounded.",premise,[3796],{}
3941,"According to the 24 January spot report
of the Special Monitoring Mission in Ukraine of the
Organization for Security and Cooperation in Europe,
the bombardment was carried out using multiple Grad
and Uragan rockets launched from inside terrorist-
controlled territory.",premise,[3797],{}
3942,"The shelling of Mariupol began
just after statements by one of the terrorist leaders
about imminent attacks on Ukrainian cities, as well as a
significant increase in inflows of Russian armed forces
and weapons into the Donetsk and Luhansk regions.",premise,[3798],{}
3943,"As
the President of Ukraine stated,

""The bloody murder of dozens of civilians
and injuries to almost 100 people by pro-Russian
terrorists in Mariupol not only constitute a terrorist
attack, they are a crime against humanity, and thus
an issue to be considered by the tribunal in The
Hague"".",claim,[3799],{}
3944,"Yesterday was yet another day of mourning
in Ukraine.",non-arg,[],{}
3945,"We express our gratitude to the whole
civilized world for its strong solidarity with Ukraine
in the wake of this horrible tragedy, for the deepest
sympathy and condolences to the families ofthe victims
and for the wishes for a swift recovery of those injured.",non-arg,[],{}
3946,"Ukraine appreciates the Secretary-General's clear and
unambiguous statement denouncing the unilateral
withdrawal from the ceasefire by the so-called rebel
leadership.",non-arg,[],{}
3947,"In that respect, it is highly regretful that one of the
permanent members of the Security Council, bestowed
by the Charter of the United Nations with the primary
responsibility for the maintenance of international
peace and security, has once again showed its utter
disrespect, not only of the Charter but of human values,

by blocking the Council's condemnation of the heinous
crimes against humanity committed by terrorists in
Mariupol.",claim,"[3800, 3801]","{(3800, 3801): 'support'}"
3948,"Today's statement delivered by the Russian
delegation made it sound as if it were not Russia that
invaded, occupied and annexed a part of the Ukrainian
sovereign territory of Crimea last spring.",claim,[3802],{}
3949,"The Russian
delegation's statement today made it sound as if regular
Russian troops were not in Ukrainian sovereign
territory.",claim,[3803],{}
3950,"At the last meeting of the Security Council
(see S/PV.7365), I demanded an explanation as to what
16 Russian battalions and a huge number of tanks and
artillery were doing in my country without an invitation.",non-arg,[],{}
3951,"The civilized world is waiting for an explanation from
the Russian side.",non-arg,[],{}
3952,"On can find additional evidence on
my Mission's website, which we will try to send to
Council members as well.",non-arg,[],{}
3953,"If militants and Russia had complied with the
Minsk agreements, this tragedy - the most dreadful
since the beginning of the Russian aggression - would
not have happened.",claim,"[3804, 3805]","{(3805, 3804): 'support'}"
3954,"Radio and telephone conversations
intercepted by the Security Service of Ukraine
irrefutably indicate that the attack was organized by
terrorists supported by Russia.",premise,[3806],{}
3955,"Further evidence of
that is Russia's blocking of a draft statement by the
Security Council condemning this horrible event, as
well as its complete silence not a single word of
reproach - about the terrorists' other barbaric acts in
the Donetsk and Luhansk regions, such as the attack
on Volnovakha, the shameful behaviour with regard
to Ukrainian hostages, the tragedy at the trolleybus
stop in Donetsk and many other cases.",premise,[3807],{}
3956,"Therefore, the
Russian Federation, which continues to support terrorist
activities and whose troops are directly involved in
hostilities against Ukraine, is solely responsible for
the murders in recent weeks of innocent civilians in
Volnovakha, Debaltsevo, Donetsk, Mariupol and many
other towns and villages in Ukraine.",claim,[3808],{}
3957,"We seek international support so that Russia is
finally compelled to keep its promises, rein in its
proxies and stop sending troops and weaponry into
Ukraine.",claim,[3809],{}
3958,"We demand that Russia fully implement the
Minsk agreements, which it has thus far supported in
words only, including the immediate withdrawal of
all its armed forces from the territory of Ukraine, the
stabilization of the Ukrainian-Russian border and the
establishment of international monitoring.",claim,[3810],{}
3959,"It should
also free without any further delay Ukrainian pilot
Nadiya Savchenko - who is still on a hunger strike
that is endangering her life - as well as Oleg Sentsov,
Alexander Kolchenko and the other Ukrainian citizens
who are being held in Russia illegally.",claim,[3811],{}
3960,"We call on the international community to respond
resolutely to the crimes of terrorists and to increase all
forms of pressure on those who sponsor and support
them.",claim,[3812],{}
3961,"Our position remains constant: the so-called
Donetsk People's Republic and the Luhansk People's
Republic must be recognized as terrorist organizations.",premise,[3813],{}
3962,"Time and again, we have called on the Security
Council to finally exercise its responsibilities under the
Charter of the United Nations so as to prevent these
terrorist groups from committing their crimes.",premise,[3814],{}
3963,"The only
way to do that is to put an end to the Russian aggression
against Ukraine.",claim,[3815],{}
3964,"Today, as never before, we need joint
decisive actions by the international community against
terrorist organizations and those who control them.",claim,[3816],{}
3965,"Let me summarize my statement with the words of
our President:

""We stand for peace, but we accept the enemy's
challenge.",premise,[3817],{}
3966,"We will defend our homeland as true
patriots.",claim,[3818],{}
3967,"We will do everything to stop the pain
and suffering, to return peace to each Ukrainian
family - from Lviv to Luhansk, from Chernihiv
to Kerch.",claim,[3819],{}
3968,"Having united our efforts, we will defend
our freedom.""

In this struggle for Ukraine, for Europe and,
ultimately, for the Charter of the United Nations, we
count on the Council's solidarity and actions.",claim,"[3820, 3821, 3822]","{(3820, 3817): 'support', (3822, 3821): 'support'}"
3969,"Mr. Churkin (Russian Federation) (spoke in Russian): I would like to make a number of substantive
comments.",non-arg,[],{}
3970,"However, by way of introduction, 1 would
like to again revisit the topic of what took place in
Mariupol and the fact that the Security Council was not
in a position to condemn or speak to that tragedy.",non-arg,[],{}
3971,"A number of my colleagues have referred to
this, including my Ukrainian colleague.",non-arg,[],{}
3972,"Even when
compared to his usual standards, he has really misstated
the position of the Russian Federation.",claim,"[3823, 3824]","{(3824, 3825): 'support', (3824, 3823): 'attack', (3824, 3830): 'support', (3824, 3838): 'support'}"
3973,"First, we always
condemn all attacks on all civilians, and we mourn the
deaths of all civilians.",premise,[3825],{}
3974,"This is quite different from the
authorities in Kyiv, who say they mourn the deaths of
civilians but clearly indicate which civilians and from
which regions.",premise,"[3826, 3827]","{(3826, 3825): 'attack', (3826, 3828): 'support', (3826, 3829): 'support', (3826, 3827): 'support'}"
