id,sentence_claim,sentence_premise,relation
4559,"[1240, 'We will continue to support international good offices that will help to de-escalate the situation and promote a political settlement.']","[987, 'What could be a more striking example than the fact that the United States is bent on the use of force?']",no relation
4560,"[2071, 'We hope to see wide participation  in the elections by all Ukrainians, including in Crimea,  Donetsk and Luhansk, and strongly condemn any  interference in that legitimate democratic process.']","[2267, 'More generally, given the dark picture of the human  rights situation in Ukraine, Rwanda urges all warring  parties to comply with international humanitarian and  human rights law.']",no relation
4561,"[4608, 'France is determined, in collaboration with  Germany, to pursue its mediation efforts using the  Normandy format.']","[4530, 'As the recent spike in hostilities near Avdiivka in  Donbas has shown, the situation in the conflict-affected  areas remains volatile and unpredictable.']",no relation
4562,"[328, ""And now Russia is applying the same tools - inciting separatists by waging unprecedented anti-Ukrainian propaganda in the mass media, distorting the truth about Ukraine, sending in special troops to seize administrative and law-enforcement buildings with the aim of destabilizing the situation in the eastern regions of Ukraine, and encouraging marginal groups to pursue their separatist ambitions, threatening my country's unity and territorial integrity.""]","[217, 'The principles of State responsibility make it very clear that a State bears international responsibility for acts undertaken by informal actors whom it engages on its behalf.']",no relation
4563,"[2394, 'Our  forces have never used cluster munitions or any other  prohibited weapons.']","[2192, ""It is in no one's interest for a new  conflict to take root on the European continent.""]",no relation
4564,"[2207, 'That must stop.']","[1924, 'Several times a day, columns of military vehicles and Russian mercenaries attempt to break through the Ukrainian State border from the Russian side.']",no relation
4565,"[1431, 'What is more important now is where we go from here.']","[1539, 'She is now being held - where?']",no relation
4566,"[3610, 'Thanks  to the Kremlin\'s decision to ""protect"" Russian speakers,  they now have no homes, no jobs and no income and may  have lost dear ones or may be dead themselves.']","[3741, 'Unfortunately, on Saturday the world witnessed  the horrors that resulted from the separatist attack on  Mariupol, a city 25 kilometres outside ofthe Minsk line.']",no relation
4567,"[2082, 'Full implementation of the Minsk agreement would, of  course, create an environment that would enable those  investigations to move forward.']","[1899, 'It has been affirmed both by the radio interception of terrorist leaders and by photographs and video-recordings obtained from citizens of cities in the area, that the terrorists have at least two SA-ll Buk missile systems.']",no relation
4568,"[138, 'Rather, what we are witnessing is a well-orchestrated campaign designed to destabilize the country.']","[304, 'On 10 March, a representative of the Russian Federation military intelligence service was detained in Donetsk.']",no relation
4569,"[1076, 'From the outset, the Government of Ukraine has sought to resolve all issues peacefully through dialogue, both internally and with the Russian Federation.']","[924, 'We still observe those troops near our borders.']",no relation
4570,"[1206, 'Orchestrated violence has today spread to Odessa.']","[1498, 'Of the operational SAM.']",no relation
4571,"[1269, ""My Government condemns all attempts to destroy Ukraine's independence, sovereignty and territorial integrity, and firmly rejects all Russian attempts to validate its intentions and threats to use armed forces or to send Russian Federation peacekeepers into Ukraine's territory.""]","[1069, 'The Ukrainian Government is carrying out a targeted effort to contain Russian-sponsored paramilitary violence emanating from Sloviansk, in an effort to deliver security for Ukrainian citizens.']",no relation
4572,"[3351, 'That state of affairs must be overcome, and we  must encourage each party to have the courage to get  involved.']","[3408, 'The current situation in eastern Ukraine remains  turbulent, with an increase in armed clashes and acts  of violence resulting in human casualties and the  destruction of property.']",no relation
4573,"[18, 'The situation is therefore now more combustible than ever.']","[19, 'The Secretary-General and the United Nations remain committed to the pursuit of a peaceful solution to this ever-deepening crisis.']",no relation
4574,"[181, 'This is a crucial stage and we call on all parties to exercise calm and restraint.']","[41, 'Prime Minister Yatsenyuk went to Donetsk; although he did not meet with the protesters, he did say the right things about dialogue, decentralization and his desire to find a way out of the problem.']",no relation
4575,"[3139, 'IfRussia is genuinely interested in putting an end to  the devastating violence and deaths in eastern Ukraine,  including the deaths of its own nameless soldiers sent  to wage a war against a brotherly nation, it must stop  destabilizing Ukraine, stop military supplies to its  proxies, stop the illegal separatist groups and withdraw  all military equipment.']","[2863, ""Only a full and sustainable return to the ceasefire by all  parties can defuse this increasingly bloody crisis before  it gets completely out of hand - and that, with Russian  troops amassed near Ukraine's borders and increasing  military movements in separatist held areas, could  happen at any time.""]",no relation
4576,"[3711, 'We assert quite rightly  that these are fundamental principles of the Charter  of the United Nations.']","[3550, 'Based on the United Nations  principle of collective self-defence, we have called on  many countries and organizations for assistance.']",no relation
4577,"[2641, ""In that  context, we commend the OSCE Special Monitoring  Mission for its continuing role in verifying the ceasefire  on Ukraine's eastern border.""]","[2483, 'He asserted that civilians  are dying as a result of such shelling.']",no relation
4578,"[2736, 'Yet Russia continues to deny that fact, despite  the fact that its attempts at deception turned to farce  only yesterday when Russian television station NTV  broadcast footage of an armoured personnel carrier  at the head of a column in Donetsk bearing markings  from the Russian city of Ryazan.']","[2483, 'He asserted that civilians  are dying as a result of such shelling.']",no relation
4579,"[4088, 'Together, the two organizations are therefore  at the forefront of the rules-based international system.']","[4078, 'I conclude my statement by recalling the common  ground that exists between the activities of the OSCE  and the United Nations.']",no relation
4580,"[3233, 'In sum, all of the problems  that the United Nations, and the Security Council in  particular, were created to address, are frozen.']","[3524, 'The line should not be renegotiated  because the separatists have gained additional territory  through repeated ceasefire violations since September.']",no relation
4581,"[756, 'That demands a careful investigation of the case.']","[610, 'The Kyiv city hall and its surrounding area are now clear of all Maidan barricades and protestors.']",no relation
4582,"[2617, 'By contrast, Ukraine has made a genuine effort  to live up to its agreements at Minsk and continues  to show considerable restraint in response to constant  provocation and attack.']","[2448, 'The illegal militant groups  have been able to strengthen their military capabilities  and are now threatening to seize other cities of Ukraine  by further offensive military actions.']",no relation
4583,"[3721, 'We need to see Russian  actions to put a stop to this widening and increasingly  deadly conflict.']","[3509, 'Sometimes the Ukrainian political elite  calls them ""inhuman"" or ""insects"".']",no relation
4584,"[2346, ""We think it strange  and unacceptable that the topic was completely left out  of today's briefings by the United Nations officials,  Mr. Fernandez-Taranco and Mr. Simonovie.""]","[2080, ""We welcome Ukraine's commitment to investigating  the allegations of mass graves, and we note that in July,  with the assistance of international experts, Ukraine  began an investigation into grave sites containing eight  bodies that were discovered in Sloviansk following the  town's liberation from separatist control.""]",no relation
4585,"[107, 'This instability was written and choreographed in and by Russia.']","[221, 'Nor is there the generalized anarchy claimed.']",no relation
4586,"[175, 'We also call on Russia to fully assume its role as a permanent member of the Security Council.']","[32, 'A few days ago, a member of Parliament belonging to the chauvinist Svoboda party said this about the Russian-speaking inhabitants of Ukraine: ""I would have acted much more harshly.']",no relation
4587,"[3511, 'While the Kyiv Government does  not seem ready to take this up, it is now time to do so  with political courage and to understand that there is no  other way to keep Ukraine whole.']","[3710, ""On each occasion that the Council has met to  discuss Ukraine, the vast majority of its members have  underlined their commitment to Ukraine's sovereignty,  unity and territorial integrity.""]",no relation
4588,"[1076, 'From the outset, the Government of Ukraine has sought to resolve all issues peacefully through dialogue, both internally and with the Russian Federation.']","[827, 'As many noted earlier, yesterday and today saw more violent attacks in the city of Luhansk and elsewhere - in Mykolaiv and in Konstiantynivka - where men armed with clubs and metal bars smashed windows and doors.']",no relation
4589,"[4417, 'As Ambassador Nikki Haley made clear yesterday,  the United States is committed to the institutions that  help keep Europe safe (see S/PV.7886).']","[4215, 'The Security Council is vested with the primary  responsibility for maintaining international peace and  security.']",no relation
4590,"[3050, 'Once again, it  has, as we saw in Crimea, only one priority - to feed  separatism and create frozen conflicts in sovereign  States that Russia treats as zones of national interest.']","[3272, 'Shukhevych so instructed his followers:    ""Do not bully; destroy!']",no relation
4591,"[2011, ""The self-appointed separatist Chieftains in  eastern Ukraine - pawns in the Kremlin's dangerous  Novorossia plan of redrawing Europe's borders - are  wasting no time in causing to erode what was achieved  in Minsk.""]","[2145, 'In the light of such a  volatile situation on the ground, all concerned parties  must take immediate and credible steps towards the  observance of a durable ceasefire, including the full  implementation of the Minsk ceasefire memorandum.']",no relation
4592,"[1295, 'We must not lose the opportunity brought about by the Geneva agreement, which is a guarantee for calm in the east of the country and for preserving the territorial unity of Ukraine.']","[1132, 'The fact that Russia has chosen to call an emergency meeting in protest is yet another indication that the authorities in Moscow either underestimate the intelligence of the world community or that they are trying to exactly replicate in eastern Ukraine the Charade that they were responsible for in Crimea.']",no relation
4593,"[2676, 'While the Minsk protocol and memorandum, signed on  5 and 19 September, respectively, paved the way for a  peaceful end to the conflict, non-compliance with key  provisions of the Minsk agreements has led to a new  escalation of tensions and a worsening situation in  several regions of eastern Ukraine.']","[2638, 'We should  remember, as Ambassador Tagliavini has reminded us,  that winter is around the corner and that with increased  fighting, coupled with a shortage of gas in Ukraine, a  humanitarian disaster is looming.']",no relation
4594,"[2317, 'Instead of moving towards a balanced solution  that would have helped to stabilize the situation and  strengthen Ukrainian unity, the war party in Kyiv  continually received prompting from Western capitals  to conduct a punitive operation, to fight dissent, thus  undermining economic, cultural and humanitarian  links with Russia.']","[2591, 'We  have information indicating that a Russian air-defence  system was operating near one of the separatist convoys  in Donetsk.']",no relation
4595,"[579, 'With a pen in hand and with our good faith, we stand ready to help Ukraine emerge from this difficult situation so that it can achieve the peace that its people deserve.']","[524, 'The joint declaration agreed on in Geneva on 17 April by Ukraine, Russia, the United States and the European Union shows the way forward.']",no relation
4596,"[390, ""Why, in one case, when it was a question of preparations to storm the residence of the President of Ukraine, the call was that under no circumstances should force be used, while in the current situation, it is to encourage the insane military actions that Turchynov's decree talks about?""]","[322, 'Terrorists shot and killed Captain Gennady Belichenko of the Ukrainian security services, while ""Alfa"" Commander Kuznietsov and Colonel Kuksa were seriously wounded, as was a police officer named Selikhov.']",no relation
4597,"[363, 'During the entire course of the crisis in Ukraine, Russia has never advocated aggravating it or destabilizing the country.']","[597, 'In the city of Sloviansk, the mayor was kidnapped, as were several journalists.']",no relation
4598,"[86, 'We urge the Russian Federation to call back its troops from the Ukrainian border, to stop supporting separatist groups and to cease all other actions aimed at destabilizing Ukraine.']","[364, 'We have absolutely no interest in doing such a thing, since for us Ukraine is too important as an economic and political partner and a country that is very close to us in many ways.']",no relation
4599,"[4054, 'The Minsk agreements are an international  commitment whose provisions must be implemented by  all parties.']","[4312, 'Finally, quite frankly I did not want to digress  from the issue of Ukraine, but the representative of  the United States spoke about Georgia and criticized  Russia and what is required of us.']",no relation
4600,"[2121, 'Against that bleak backdrop, a new dynamic has  nonetheless emerged.']","[2107, 'It has been  marked by an escalation ofhostilities that came to a head  at the beginning of September, just before the signing  of the ceasefire agreement.']",no relation
4601,"[3671, 'The Kyiv authorities have been sabotaging the  holding of a regular meeting of the contact group in  Minsk, unjustifiably conditioning it on high-level  representation by the self-defence formations.']","[3608, 'A few days ago, he  also said the Crimea referendum was carried out at  gunpoint - something many of us have been repeating  since the bogus plebiscite was held.']",no relation
4602,"[3380, ""Despite persistent claims to the contrary, the  evidence of Russia's support is beyond denial.""]","[3393, 'First, at Minsk, all sides agreed to secure  continuous monitoring on the Ukraine/Russian border  and verification by the Organization for Security and  Cooperation in Europe (OSCE) of the creation of a  security zone in the border regions of Ukraine and  Russia.']",no relation
4603,"[4391, 'That is what happens when the rule-based system  is attacked.']","[4397, 'Such  actions, so often perpetrated by the separatists, only  fuel suspicions that they are concealing activity that is  at odds with the Minsk agreements.']",no relation
4604,"[714, ""For its part, overwhelmingly, the international community remains united in its support for Ukraine's sovereignty and territory integrity and in its position that Russia cease its illegal intervention, interference and provocative actions in Ukraine.""]","[813, 'I recall my French colleague referring a number of times to the Internet and Google.']",no relation
4605,"[3813, 'Every efforts must be made to that end.']","[3530, ""The representative of the Russian Federation claims  that Ukraine will not respond to President Putin's latest  proposal.""]",no relation
4606,"[3808, 'That  statement was a further step towards the comprehensive  implementation of the Minsk accords, which are the  only way to achieve a negotiated solution to this crisis.']","[3512, 'Mr. Pressman (United States of America): I  certainly understand the desire of the representative of  the Russian Federation to speak about other conflicts  and other crises, rather than the situation and their  tactics of continuing to support the separatists who are  wreaking havoc in Ukraine.']",no relation
4607,"[328, ""And now Russia is applying the same tools - inciting separatists by waging unprecedented anti-Ukrainian propaganda in the mass media, distorting the truth about Ukraine, sending in special troops to seize administrative and law-enforcement buildings with the aim of destabilizing the situation in the eastern regions of Ukraine, and encouraging marginal groups to pursue their separatist ambitions, threatening my country's unity and territorial integrity.""]","[417, 'They are professional forces carrying weapons - Russian-made weapons, as it happens - and carrying out sophisticated, coordinated military operations across a substantial number of eastern Ukrainian cities.']",no relation
4608,"[496, 'Furthermore, while Ukraine has put a draft law to the Ukrainian Parliament that would provide amnesty for protestors who vacate Government buildings and lay down their weapons, Russia has not rescinded the order by the Russian Parliament to authorize the use of military force in Ukraine and will not condemn the widely reported abuses by pro-Russian armed groups in southern and eastern Ukraine.']","[235, 'We have heard assurances in the past that Russia will take such action.']",no relation
4609,"[4606, 'The OSCE has been able  to respond appropriately to avoid the escalation of the  conflict.']","[4530, 'As the recent spike in hostilities near Avdiivka in  Donbas has shown, the situation in the conflict-affected  areas remains volatile and unpredictable.']",no relation
4610,"[756, 'That demands a careful investigation of the case.']","[917, 'And now, in spite of numerous irrefutable facts concerning Russian military involvement in organizing and guiding illegal armed groups in eastern Ukraine, Moscow denies any Russian military participation just as hard.']",no relation
4611,"[18, 'The situation is therefore now more combustible than ever.']","[312, 'It is clear that the tactics used by terrorists to capture admininstrative buildings in the regions of Donetsk, Lugansk and Kharkiv are identical to those used to seize the buildings of the Crimean Parliament and other Governmental building in Crimea, which video evidence confirms.']",no relation
4612,"[2912, 'But the Ukrainian authorities are doing none  of those things.']","[2836, 'The conflict in Ukraine is not an internal affair.']",no relation
4613,"[2959, 'I must  emphasize that Australia remains determined to do  all it can to bring those responsible for the downing of  MH-l7 to justice.']","[2740, 'OSCE reports that  UAVs are being jammed electronically by military-  grade equipment call into question the credibility of the  commitment towards the Minsk agreements of those  who control that territory and their Russian supporters.']",no relation
4614,"[4323, 'Why does he not react to the figures,  to my call for the release of the political prisoners who  are being held in Russia?']","[4514, 'While a multidimensional approach has  always been at the heart of the functioning of the  OSCE, we are concerned about the tendency of some  member States to increasingly politicize or even refuse  to address human dimension issues.']",no relation
4615,"[2191, 'The agreements reached in Minsk  present a unique opportunity that should be seized so  as to restore peace.']","[2385, 'Its eight priority areas are reform of the  judiciary and the fight against corruption, reform of law  enforcement bodies, deregulation and development of  entrepreneurship, tax reform, decentralization of power  and good governance, security and defence-sector  reform, and health-care reform.']",no relation
4616,"[2976, 'In that letter, I drew the  attention of the Council to the dangerously deteriorating  security situation in the eastern part of Ukraine, which  threatens our territorial integrity and shows a tendency  to transform into a ""frozen conflict"", and thus continues  to be a challenge to peace and stability in the whole of  Europe and beyond.']","[3217, 'Where Ukraine  has been forced to respond to cynical attempts by the  separatists and Russian forces to use the ceasefires to  gain additional territory, the Ukrainian forces have  tried to hold the agreed line.']",no relation
4617,"[2636, 'Since our last briefing, on 24 October (see S/PV.7287), the security situation in Ukraine has  deteriorated further, despite the extensive diplomatic  efforts deployed in the region over the past month.']","[2421, 'Immediately after the signing of the Minsk    protocol, the Ukrainian Government moved quickly to  implement the agreement.']",no relation
4618,"[1649, 'If, as appears increasingly likely, Flight MH-17 was brought down by a missile, then that is, as Australia\'s Prime Minister Tony Abbott has said, ""an unspeakable crime"", and the perpetrators must be brought swiftly to justice.']","[1627, 'Armed conflict and incidents of violence frequently occur, causing loss of life and destruction of property.']",no relation
4619,"[830, 'That certainly does not sound like the implementation of Geneva agreement by the separatists and their state sponsors?']","[1122, 'The area around Kyiv City Hall is now clear of all Maidan barricades and protesters.']",no relation
4620,"[1150, 'We continue to support the scheduled 25 May elections, which will enable the people of Ukraine to choose their leaders freely and fairly.']","[1132, 'The fact that Russia has chosen to call an emergency meeting in protest is yet another indication that the authorities in Moscow either underestimate the intelligence of the world community or that they are trying to exactly replicate in eastern Ukraine the Charade that they were responsible for in Crimea.']",no relation
4621,"[4089, 'Sadly, as the Council well knows, that system is  seldom left unchallenged, so it is incumbent upon both  organizations to work closely together to advance peace  and security, and in doing so to uphold the Charter of  the United Nations and the Helsinki principles.']","[3940, 'As a result of  the shelling of residential areas in Mariupol, in eastern  Ukraine, 30 civilians were killed and more than 100  wounded.']",no relation
4622,"[2932, 'Moreover,  they present a unique opportunity for launching a  sustainable dialogue between the central Ukrainian  authorities and the representatives of Donbas, with the  goal of finding comprehensive political solutions that  can eliminate the accumulated disagreements.']","[2821, 'We regret the worsening security situation in the  east of the country which has had serious consequences  for the civilian population, which continues to suffer  violations and human rights abuses from all actors.']",no relation
4623,"[54, 'The Western sponsors of the Maidan henchmen, in particular those who stood as witnesses to the agreement and the United States, which is their backer, are obligated to end their support, dissociate themselves from neo-Nazis and other extremists, stop the use of force against the Ukrainian people, and begin forthwith a genuine national dialogue with the full participation of all regions, in the interests of the speedy implementation of radical constitutional reform.']","[170, 'The future of Ukraine should not, and cannot, be up to anyone else but the Ukrainians themselves.']",no relation
4624,"[2032, 'While Ukraine has denied their use, its  joining the Oslo Convention would be the best antidote  to any further speculations to that effect, and we urge  Ukraine to do so.']","[1817, 'We called for a mutually respectful and inclusive dialogue among all major political forces, Kyiv and the regions.']",no relation
4625,"[2783, 'The path will be long.']","[2743, 'The  Chairperson-in-Office of the OSCE was equally clear  that the elections ran counter to the letter and spirit of  the Minsk protocol and would further complicate its  implementation.']",no relation
4626,"[3511, 'While the Kyiv Government does  not seem ready to take this up, it is now time to do so  with political courage and to understand that there is no  other way to keep Ukraine whole.']","[3807, 'President  Poroshenko has spoken publicly of the prospects  for national dialogue and institutional reform.']",no relation
4627,"[3012, 'It means that somebody else  in Russia has attack aircraft and helicopters that are  continually violating our State air border.']","[3286, 'Many small towns  and other inhabited areas have been totally destroyed.']",no relation
4628,"[3557, 'We are  participating in the common fight against terrorism.']","[3357, ""The recent violence is further evidence of  Russia's capacity to fuel tensions even as a diplomatic  process begins.""]",no relation
4629,"[917, 'And now, in spite of numerous irrefutable facts concerning Russian military involvement in organizing and guiding illegal armed groups in eastern Ukraine, Moscow denies any Russian military participation just as hard.']","[785, 'People do not want a repeat of the Kyiv scenario.']",no relation
4630,"[3202, ""Those are some of the reasons why the Russians'  most recent efforts to blame Ukraine ring so hollow.""]","[3459, '(spoke in Russian)    What is a battalion of the 76th Airborne Division  from Pskov doing in the residential areas of Heorhiivka  and Komachova?']",no relation
4631,"[4623, 'We are convinced that the role of the OSCE is central  in all such cases, both in connection with and within  the framework of the established mediation formats,  in order to promote dialogue and restore confidence  which, as Minister Alfano and Deputy Minister Seder  have stressed, are the key to resolving the conflicts.']","[4434, ""In Georgia, the OSCE plays a positive role in  keeping all sides accountable and we encourage the  Organization to remain actively engaged as the conflict  with Russia in Georgia's occupied territories continues  to undermind European security.""]",no relation
4632,"[406, 'That needs to be avoided.']","[125, 'Yet satellite images show that there are between 35,000 and 40,000 Russian troops in the vicinity of the border with Ukraine, equipped with combat aircraft, tanks, artillery and logistical support units.']",no relation
4633,"[143, 'We look forward to their assessment of the situation and we fully support their work.']","[285, 'Let me quote a statement made today by Ukraine\'s acting President Oleksandr Turchynov: ""A particularly dangerous situation has arisen in the city of Slavyansk, where professionally trained armed troops wearing Russian armed forces camouflage without insignia shattered the peace.']",no relation
4634,"[2085, 'We take very seriously all accusations  regarding harm to civilians and unequivocally condemn    any indiscriminate shelling of civilian areas.']","[1793, ""International law provides for a State's timely ability to close off areas deemed dangerous for flights.""]",no relation
4635,"[4280, ""The OSCE continues to play a vital role in that  regard, and the OSCE's role in support of the global  effort to address weapons proliferation, including  through implementation of resolution 1540 (2004), is  critical.""]","[4551, 'Special Monitoring Mission monitors face  restrictions on movement and intimidation by the  hybrid Russian forces in Donbas in their everyday  activities.']",no relation
4636,"[3331, 'Every effort must be made to achieve that  goal.']","[3164, 'Since  late December Russia has transferred at least 100  additional pieces of Russian military equipment and  materiel to separatists.']",no relation
4637,"[2704, 'It represents a clear violation  of the Minsk agreements, a serious encroachment on  the sovereignty and territorial integrity of Ukraine,  and a challenge to the future of the country.']","[2489, 'Once again, our Ukrainian colleague could do  no better than give an unverified version of events,  according to which a separatist missile shot down  the Malaysian Airlines flight.']",no relation
4638,"[3332, 'France remains fully mobilized with a View to  achieving a peaceful and lasting settlement of the  conflict, and in that context supports all international  initiatives that share that goal.']","[3538, 'Power decided that  she had not been eloquent enough in setting out the  American position, and that her Deputy needed to  repeat some portions of her statement.']",no relation
4639,"[4677, 'Only by means of a truly sustainable ceasefire and  genuine political will, through the implementation of  the Minsk agreements, can the conflict be brought to  an end.']","[4749, 'We all know  what they are.']",no relation
4640,"[1318, 'The Republic of Korea is deeply concerned about the continuing tensions in eastern Ukraine.']","[1375, ""Among other things, the twenty-first century has presented humankind and international relations with the gift of practices such as enforced regime change, done in an attempt to impose someone's geopolitical vision on other countries of the world.""]",no relation
4641,"[2700, 'We call on the separatists  and Russia to do the same so as to halt the spiral  of conflict.']","[2860, ""Today, the cost of Russia's  aggression against Ukraine is some 400,000 displaced,  at least 4,000 killed, over 9,000 wounded, and some  5.2 million people living in conflict-affected areas.""]",no relation
4642,"[4188, 'It  would be advisable to conduct a joint assessment of  threats to common security.']","[4172, 'In that  regard, it is quite convenient that Germany is also  an active member of Normandy format, and indeed,  thanks to its international prestige, Germany has given  the package of measures more weight.']",no relation
4643,"[355, 'But why was there no response to our call at the start of the crisis for launching a dialogue on how to help Ukraine emerge from the political and economic crisis it had found itself in?']","[147, 'On 25 May Ukraine will elect a new president.']",no relation
4644,"[1671, 'It must control its border with Ukraine and prevent the flow of weapons, equipment and fighters from Russia into Ukraine.']","[1550, 'But that is not what any of us want.']",no relation
4645,"[3168, 'The separatists have  a larger fighting force, with more weaponry than some  European countries.']","[3244, 'Despite the fact that, in line  with the Minsk agreements, the airport was to have  been given to the militias, the matter has not been  resolved peacefully because of disputes in other areas  of the engagement line.']",no relation
4646,"[4375, 'It is vital that full compliance with the Minsk package  of measures be finally achieved if we are to grant the  region and its inhabitants the possibility of a peaceful  life and democratic self-government and to restore their  broken economic ties to the rest of Ukraine.']","[4115, 'Those include protecting  fundamental freedoms, which continue to come under  growing pressure in some OSCE States, addressing the  need for greater military transparency and tackling the  protracted conflicts that continue to blight the lives  of people across the OSCE region, most notably in  Georgia.']",no relation
4647,"[2347, 'We call  on them to focus, as a priority, on combating the  glorification of Nazism and countering attempts to  rewrite history.']","[2330, 'Dissent is subject to intimidation  and violence.']",no relation
4648,"[3017, 'We demand that Russia explain here and  now why it needs to maintain 200 tanks, 1,600 vehicles,  640 artillery units, 191 attack aircraft and 121 attack  helicopters on our borders.']","[2847, 'If Council members google the name  of Mateusz Piskorski, they will find him posing in  front of a swastika flag.']",no relation
4649,"[507, 'It is in all our interests to support this process.']","[528, ""The OSCE's special monitoring mission has been asked to play an important role in implementing those de-escalation measures, and it is essential that it be allowed to act without hindrance.""]",no relation
4650,"[966, ""The Russian delegation called for today's emergency meeting of the Security Council with a view to considering the resumed punitive military operations undertaken by the authorities of the Kyiv regime, involving terrorists, the pro-fascist Right Sector and other ultranationalist organizations against their own people in south-eastern Ukraine.""]","[987, 'What could be a more striking example than the fact that the United States is bent on the use of force?']",no relation
4651,"[1003, 'These thugs have refused to implement the Geneva agreement that was intended to restore the Ukrainian State on its territory.']","[796, 'How can people be sent on a bus to an area controlled by self-defence forces, without even providing documents that would confirm their status?']",no relation
4652,"[241, 'It should be considered in a balanced manner.']","[120, 'We have all seen the video footage of events over the weekend: professional, well-armed and well-equipped units wearing identical uniforms conducting coordinated military operations against Ukrainian State institutions.']",no relation
4653,"[3872, 'Nigeria condemns in the strongest terms  indiscriminate attacks on residential areas.']","[3676, 'That will only lead to an even  greater catastrophe and create another hotbed of tension  in Europe.']",no relation
4654,"[4441, 'We believe that  the 5+2 talks can play an important role in resolving  the conflict, but any 5+2 meeting must deliver concrete  results.']","[4182, 'However, despite those  criticisms, the OSCE Monitoring Mission in Ukraine is  the only mechanism that can work with all parties to the  conflict: Kyiv and Donetsk and Luhansk.']",no relation
4655,"[609, 'Since 17 April, the Government of Ukraine has acted in good faith and with admirable restraint to fulfil its commitments.']","[802, 'Yes, our troops do conduct training exercises.']",no relation
4656,"[3181, ""Yet, time and again, Russia's words promise peace while  Russia's actions make war.""]","[3027, 'We agreed in Minsk that the OSCE would ensure  the monitoring and verification of the ceasefire.']",no relation
4657,"[3552, 'That is why we  are doing what we are doing to defend ourselves.']","[3739, 'He added that ""in a  few days we will encircle Debaltsevo"", a city that is  12 kilometres outside the ceasefire line established at  Minsk.']",no relation
4658,"[3263, 'The  south-east and south saw horrific crimes be committed,  which have not yet been brought to light or seriously  investigated.']","[3242, 'Unfortunately,  Kyiv botched the 16 January meeting of the Minsk  contact group: the Ukrainian representatives did not  show up at the Belarusian capital.']",no relation
4659,"[1346, 'The Ukrainian authorities are ready to provide amnesty to all those members of militant groups who have not committed serious crimes.']","[1216, 'It has initiated a process of constitutional reform aimed at decentralizing power.']",no relation
4660,"[1758, 'But the topic today does involve calling once again for the armed groups to cease their violence and demanding that they halt unilateral actions and their violations and trampling of human rights, which do nothing but deepen the crisis and worsen the situation, especially for the civilian population and for the innocent.']","[2034, 'Life is slowly returning to normal  in areas freed from the illegal insurgents.']",no relation
4661,"[2811, 'The conclusion of  the negotiations on the supply of natural gas 10 days  ago is a sign that some progress can be achieved  through dialogue.']","[2744, 'When the leadership of international organizations  to which Russia belongs issue such statements, one  would expect Russia to listen.']",no relation
4662,"[2811, 'The conclusion of  the negotiations on the supply of natural gas 10 days  ago is a sign that some progress can be achieved  through dialogue.']","[2593, 'On 9 November, the OSCE Special Monitoring  Mission reported two convoys of 17 unmarked  green trucks moving west through Donetsk towards  the ceasefire line.']",no relation
4663,"[3214, 'In contrast to Russia, Ukraine has consistently  taken steps to de-escalate the crisis, demonstrating  measurable progress on several key commitments made  in Minsk and passing key reforms to reduce corruption  and grant greater authority to its regions.']","[2952, 'They were another direct  contravention of the Minsk protocol, which clearly  states that elections must be held ""in accordance with  the law of Ukraine"".']",no relation
4664,"[4288, 'We fully agree with that and deem it  unacceptable that there have been statements made on  the right of certain States to determine the fate of the  rest of the world.']","[4089, 'Sadly, as the Council well knows, that system is  seldom left unchallenged, so it is incumbent upon both  organizations to work closely together to advance peace  and security, and in doing so to uphold the Charter of  the United Nations and the Helsinki principles.']",no relation
4665,"[2109, 'Those responsible for the escalation are the same as  those who several months ago decided that Ukrainian  sovereignty could be violated, in defiance ofthe Charter  of the United Nations.']","[2267, 'More generally, given the dark picture of the human  rights situation in Ukraine, Rwanda urges all warring  parties to comply with international humanitarian and  human rights law.']",no relation
4666,"[1910, 'We have raised our concern several times here in the Chamber that Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.']","[2174, 'The  rights of minorities continue to be violated, especially  those of the Crimean Tatars and the Ukrainian- speaking  populations, the great majority of whom oppose the  recent political changes.']",no relation
4667,"[730, 'In both cases, that treachery led to bloodshed.']","[860, 'When asked what they would be ready to do, he said: ""We will take somebody hostage and hang them up by the balls.']",no relation
4668,"[3497, 'Perhaps the United States believes  that Europe does not have enough problems and  that the eastern part of the continent needs a long,  drawn-out crisis.']","[3204, 'The plan would seek  to legitimize territorial gains made by separatists since  September, as well as Russian personnel and military  equipment on the territory of Ukraine.']",no relation
4669,"[1313, 'We all know that only a genuine dialogue by the Ukrainian parties, on the basis of the 17 April Geneva outcome, and a strong commitment on the part of of those who have influence on them, who need to ensure that the sovereignty and territorial integrity of Ukraine are preserved, can solve this crisis.']","[1265, ""But I guess that people in eastern and southern Ukraine do not really know that such initiatives even exist, because an aggressive propaganda machine has drowned out the voice of Kyiv, with its alternative narrative of Ukraine's demonization.""]",no relation
4670,"[1067, 'The first falsehood is that the Ukrainians are carrying out a large-scale, uncontrolled, violent attack on unarmed civilians.']","[1122, 'The area around Kyiv City Hall is now clear of all Maidan barricades and protesters.']",no relation
