ID,Speech,Sentence_ID,Full_Sentence,Component,Component_Type,Premises
4822,UNSC_2017_SPV.7887_spch004_RF,4375,"It is vital that full compliance with the Minsk package
of measures be finally achieved if we are to grant the
region and its inhabitants the possibility of a peaceful
life and democratic self-government and to restore their
broken economic ties to the rest of Ukraine.","[4194, 'It is vital that full compliance with the Minsk package\nof measures be finally achieved if we are to grant the\nregion and its inhabitants the possibility of a peaceful\nlife and democratic self-government and to restore their\nbroken economic ties to the rest of Ukraine.']",claim,{4193: 'support'}
4823,UNSC_2017_SPV.7887_spch004_RF,4376,"All of that
is provided for in the Minsk agreement, as adopted in
resolution 2202 (2015).","[4195, 'All of that\nis provided for in the Minsk agreement, as adopted in\nresolution 2202 (2015).']",claim,standalone
4824,UNSC_2017_SPV.7887_spch004_RF,4377,"In that regard, we believe that we have a proven and
well-established model for settling the conflict in south-
eastern Ukraine, one element of which is the OSCE's
Special Monitoring Mission in Ukraine.","[4196, ""we believe that we have a proven and\nwell-established model for settling the conflict in south-\neastern Ukraine, one element of which is the OSCE's\nSpecial Monitoring Mission in Ukraine.""]",claim,standalone
4825,UNSC_2017_SPV.7887_spch004_RF,4378,"We do not see
any practical benefits of duplicating the functions of
the Special Monitoring Mission through any new types
of international structure.","[4197, 'We do not see\nany practical benefits of duplicating the functions of\nthe Special Monitoring Mission through any new types\nof international structure.']",claim,standalone
4826,UNSC_2017_SPV.7887_spch004_RF,4379,"We hope that the Austrian
chairmanship will continue to keep the Mission's
objectivity under control, while giving direction to its
representatives in the Trilateral Contact Group and its
subgroups on developing a direct dialogue between the
parties to the conflict.","[4198, ""We hope that the Austrian\nchairmanship will continue to keep the Mission's\nobjectivity under control, while giving direction to its\nrepresentatives in the Trilateral Contact Group and its\nsubgroups on developing a direct dialogue between the\nparties to the conflict.""]",claim,standalone
4827,UNSC_2017_SPV.7887_spch004_RF,4380,"While the OSCE has sufficient resources in the area
of conflict resolution, it is important to act extremely
cautiously in this sensitive and delicate process and to
bear in mind three key principles - that conflicts must
be resolved peacefully, with the direct participation of
the parties and respect for their interests, and within
existing formats.","[4199, 'it is important to act extremely\ncautiously in this sensitive and delicate process and to\nbear in mind three key principles - that conflicts must\nbe resolved peacefully, with the direct participation of\nthe parties and respect for their interests, and within\nexisting formats.']",claim,standalone
4828,UNSC_2017_SPV.7887_spch004_RF,4381,"In conclusion, I would like to emphasize that Russia
considers the OSCE to be an important mechanism
for building a fair and indivisible security system for
Europe as a whole, and is involved in strengthening its
role and authority.","[4200, 'Russia\nconsiders the OSCE to be an important mechanism\nfor building a fair and indivisible security system for\nEurope as a whole, and is involved in strengthening its\nrole and authority.']",claim,standalone
4829,UNSC_2017_SPV.7887_spch004_RF,4382,"We believe firmly that in order to
improve the OSCE's relevance it is essential to clearly
define the priorities for its activities and to create a
charter for the organization.","[4201, ""We believe firmly that in order to\nimprove the OSCE's relevance it is essential to clearly\ndefine the priorities for its activities and to create a\ncharter for the organization.""]",claim,standalone
4830,UNSC_2017_SPV.7887_spch005_UK,4383,"Mr. Rycroft (United Kingdom): I would like to
welcome Foreign Minister Kurz to the Security Council
and thank him for his briefing today.",non-arg,non-arg,non-arg
4831,UNSC_2017_SPV.7887_spch005_UK,4384,"His chairmanship
of the Organization for Security and Cooperation in
Europe (OSCE), together with Austria's hosting of the
OSCE, as well as parts ofthe United Nations, showsjust
how central his country is to international cooperation
and the rule-based system.",non-arg,non-arg,non-arg
4832,UNSC_2017_SPV.7887_spch005_UK,4385,"Sadly, as we heard here yesterday (see S/PV.7886),
the rule-based system is under threat.","[4202, 'the rule-based system is under threat.']",claim,"{4205: 'support', 4203: 'support', 4204: 'support'}"
4833,UNSC_2017_SPV.7887_spch005_UK,4386,"It is a threat
that we talk about often in this Chamber, but to the
residents of cities such as Marinka, in Ukraine, that
threat is a horrifying daily reality.","[4203, 'It is a threat\nthat we talk about often in this Chamber, but to the\nresidents of cities such as Marinka, in Ukraine, that\nthreat is a horrifying daily reality.']",premise,{}
4834,UNSC_2017_SPV.7887_spch005_UK,4387,"For the past three
years, the people there have lived in fear, subject to the
daily unrelenting dangers that have become the norm
on the front line in eastern Ukraine.","[4204, 'For the past three\nyears, the people there have lived in fear, subject to the\ndaily unrelenting dangers that have become the norm\non the front line in eastern Ukraine.']",premise,{}
4835,UNSC_2017_SPV.7887_spch005_UK,4388,"Residents there
speak of daily sniper fire and shelling, and the daily
scramble for shelter.","[4205, 'Residents there\nspeak of daily sniper fire and shelling, and the daily\nscramble for shelter.']",premise,{}
4836,UNSC_2017_SPV.7887_spch005_UK,4389,"For nearly three years, they have
survived Without gas supplies in the face of plummeting
temperatures every winter.","[4206, 'For nearly three years, they have\nsurvived Without gas supplies in the face of plummeting\ntemperatures every winter.']",premise,{}
4837,UNSC_2017_SPV.7887_spch005_UK,4390,"Those are the consequences
of Russia's violation of Ukraine's sovereignty and
territorial integrity.","[4207, ""Those are the consequences\nof Russia's violation of Ukraine's sovereignty and\nterritorial integrity.""]",claim,"{4206: 'support', 4204: 'support', 4205: 'support'}"
4838,UNSC_2017_SPV.7887_spch005_UK,4391,"That is what happens when the rule-based system
is attacked.","[4208, 'That is what happens when the rule-based system\nis attacked.']",claim,"{4206: 'support', 4205: 'support'}"
4839,UNSC_2017_SPV.7887_spch005_UK,4392,"We cannot allow it to become the new
normal, and we must use all the tools at our disposal
in response.","[4209, 'We cannot allow it to become the new\nnormal, and we must use all the tools at our disposal\nin response.']",claim,standalone
4840,UNSC_2017_SPV.7887_spch005_UK,4393,"The OSCE has a critical role to play,
and I would particularly like to commend the role of
the OSCE's Special Monitoring Mission in Ukraine,
working tirelessly under the able direction of Chief
Monitor Apakan.",non-arg,non-arg,non-arg
4841,UNSC_2017_SPV.7887_spch005_UK,4394,"It is thanks to the bravery of the
OSCE's monitors that we know what is going on in
places like Marinka.",non-arg,non-arg,non-arg
4842,UNSC_2017_SPV.7887_spch005_UK,4395,"It is thanks to them that we know
that ceasefire violations have already reached record
highs this year.",non-arg,non-arg,non-arg
4843,UNSC_2017_SPV.7887_spch005_UK,4396,"It is unacceptable that the Mission continues to
be fired on and face restrictions on its access.","[4210, 'It is unacceptable that the Mission continues to\nbe fired on and face restrictions on its access.']",claim,{4211: 'support'}
4844,UNSC_2017_SPV.7887_spch005_UK,4397,"Such
actions, so often perpetrated by the separatists, only
fuel suspicions that they are concealing activity that is
at odds with the Minsk agreements.","[4211, 'Such\nactions, so often perpetrated by the separatists, only\nfuel suspicions that they are concealing activity that is\nat odds with the Minsk agreements.']",premise,{}
4845,UNSC_2017_SPV.7887_spch005_UK,4398,"I hope, therefore,
that we can all be clear today that aggression towards
monitors must stop and that the Mission must be given
unrestricted access to all of Ukraine, including the
disengagement areas and those parts of the border with
Russia that are not under Ukraine's control.","[4212, ""I hope, therefore,\nthat we can all be clear today that aggression towards\nmonitors must stop and that the Mission must be given\nunrestricted access to all of Ukraine, including the\ndisengagement areas and those parts of the border with\nRussia that are not under Ukraine's control.""]",claim,"{4214: 'support', 4211: 'support'}"
4846,UNSC_2017_SPV.7887_spch005_UK,4399,"As we heard yesterday, the long-term solution to
the situation in eastern Ukraine requires Russia to end
its destabilizing activities in the region, comply with its
commitments under the Minsk agreements, withdraw its
weapons and personnel, use its considerable influence
over the separatists to bring an end to the killing and
return Crimea to its rightful place as part of Ukraine.","[4213, 'the long-term solution to\nthe situation in eastern Ukraine requires Russia to end\nits destabilizing activities in the region, comply with its\ncommitments under the Minsk agreements, withdraw its\nweapons and personnel, use its considerable influence\nover the separatists to bring an end to the killing and\nreturn Crimea to its rightful place as part of Ukraine.']",claim,{4214: 'support'}
4847,UNSC_2017_SPV.7887_spch005_UK,4400,"That is the only meaningful path to long-term peace
in Ukraine, and until it is taken, the sanctions against
Russia must remain in place.","[4214, 'That is the only meaningful path to long-term peace\nin Ukraine, and until it is taken, the sanctions against\nRussia must remain in place.']",premise,{}
4848,UNSC_2017_SPV.7887_spch005_UK,4401,"Beyond Ukraine, we should not lose sight of the
Council's need to work closely with the Austrian
chairmanship of the OSCE in resolving other
issues affecting the region and in helping to protect
fundamental rights and freedoms.","[4215, ""Beyond Ukraine, we should not lose sight of the\nCouncil's need to work closely with the Austrian\nchairmanship of the OSCE in resolving other\nissues affecting the region and in helping to protect\nfundamental rights and freedoms.""]",claim,{4216: 'support'}
4849,UNSC_2017_SPV.7887_spch005_UK,4402,"Those issues include
the protracted conflicts in Abkhazia, South Ossetia,
Transnistria and Nagorno Karabakh.","[4216, 'Those issues include\nthe protracted conflicts in Abkhazia, South Ossetia,\nTransnistria and Nagorno Karabakh.']",premise,{}
4850,UNSC_2017_SPV.7887_spch005_UK,4403,"We also value the
vital role that the OSCE plays in risk reduction in the
region, and we welcome the launch of the structured
dialogue.","[4217, 'We also value the\nvital role that the OSCE plays in risk reduction in the\nregion, and we welcome the launch of the structured\ndialogue.']",claim,standalone
4851,UNSC_2017_SPV.7887_spch005_UK,4404,"We support the Chairperson-in-Office's
focus on youth and radicalization, where the OSCE,
with its cross-dimensional approach to security, can
add real value.","[4218, ""We support the Chairperson-in-Office's\nfocus on youth and radicalization, where the OSCE,\nwith its cross-dimensional approach to security, can\nadd real value.""]",claim,standalone
4852,UNSC_2017_SPV.7887_spch005_UK,4405,"If the OSCE is to respond to those and other
challenges, we must also continue to strengthen it.","[4219, 'If the OSCE is to respond to those and other\nchallenges, we must also continue to strengthen it.']",claim,{4220: 'support'}
4853,UNSC_2017_SPV.7887_spch005_UK,4406,"One
way to do that is through strong appointments, and I
am pleased that the United Kingdom has put forward
an excellent candidate for the post of OSCE High
Commissioner on National Minorities, in a sign of our
continued commitment to the organization.","[4220, 'One\nway to do that is through strong appointments, and I\nam pleased that the United Kingdom has put forward\nan excellent candidate for the post of OSCE High\nCommissioner on National Minorities, in a sign of our\ncontinued commitment to the organization.']",premise,{}
4854,UNSC_2017_SPV.7887_spch005_UK,4407,"We are also
pleased that our Ambassador to the OSCE is chairing
the OSCE Human Dimension Committee this year and
working closely with the Austrian chairship.","[4221, 'We are also\npleased that our Ambassador to the OSCE is chairing\nthe OSCE Human Dimension Committee this year and\nworking closely with the Austrian chairship.']",claim,standalone
4855,UNSC_2017_SPV.7887_spch005_UK,4408,"In conclusion, events in eastern Ukraine have
reinforced just how important the OSCE is to
international cooperation.","[4222, 'In conclusion, events in eastern Ukraine have\nreinforced just how important the OSCE is to\ninternational cooperation.']",claim,standalone
4856,UNSC_2017_SPV.7887_spch005_UK,4409,"The work being done there
is vital to the beleaguered residents of Marinka and to
all Ukrainians in the eastern part of the country.","[4223, 'The work being done there\nis vital to the beleaguered residents of Marinka and to\nall Ukrainians in the eastern part of the country.']",claim,standalone
4857,UNSC_2017_SPV.7887_spch005_UK,4410,"Sadly,
events in Ukraine highlight the threats that countries
in the OSCE area, and the rule-based system as a
whole, continue to face.","[4224, 'Sadly,\nevents in Ukraine highlight the threats that countries\nin the OSCE area, and the rule-based system as a\nwhole, continue to face.']",premise,{}
4858,UNSC_2017_SPV.7887_spch005_UK,4411,"If we are to respond to them
effectively, we must continue to strengthen the OSCE,
and with it the Security Council's cooperation.","[4225, ""If we are to respond to them\neffectively, we must continue to strengthen the OSCE,\nand with it the Security Council's cooperation.""]",claim,{4224: 'support'}
4859,UNSC_2017_SPV.7887_spch008_US,4412,Ms.,non-arg,non-arg,non-arg
4860,UNSC_2017_SPV.7887_spch008_US,4413,"Sison (United States of America): I thank
Foreign Minster Kurz for his briefing on the planned
activities under the Austrian chairmanship.",non-arg,non-arg,non-arg
4861,UNSC_2017_SPV.7887_spch008_US,4414,"The track record of the Organization for Security
and Cooperation in Europe (OSCE) clearly demonstrates
the unique and significant role that that organization
plays in Europe.","[4226, 'The track record of the Organization for Security\nand Cooperation in Europe (OSCE) clearly demonstrates\nthe unique and significant role that that organization\nplays in Europe.']",premise,{}
4862,UNSC_2017_SPV.7887_spch008_US,4415,"The United States fully supports the
organization's comprehensive approach to security.","[4227, ""The United States fully supports the\norganization's comprehensive approach to security.""]",claim,{4226: 'support'}
4863,UNSC_2017_SPV.7887_spch008_US,4416,"We
look to the OSCE and its independent institutions and
field missions to assist all 57 participating States with
the full implementation of their OSCE commitments,
and we look to the OSCE to hold those States accountable
when they fail to do so.",non-arg,non-arg,non-arg
4864,UNSC_2017_SPV.7887_spch008_US,4417,"As Ambassador Nikki Haley made clear yesterday,
the United States is committed to the institutions that
help keep Europe safe (see S/PV.7886).","[4228, 'As Ambassador Nikki Haley made clear yesterday']",premise,{}
4865,UNSC_2017_SPV.7887_spch008_US,4417,"As Ambassador Nikki Haley made clear yesterday,
the United States is committed to the institutions that
help keep Europe safe (see S/PV.7886).","[4229, 'the United States is committed to the institutions that\nhelp keep Europe safe (see S/PV.7886).']",claim,{4228: 'support'}
4866,UNSC_2017_SPV.7887_spch008_US,4418,"We commend the
long-standing commitment and ongoing efforts of the
OSCE in support of regional security.","[4230, 'We commend the\nlong-standing commitment and ongoing efforts of the\nOSCE in support of regional security.']",claim,standalone
4867,UNSC_2017_SPV.7887_spch008_US,4419,"From promoting
peaceful resolutions to conflicts to working with
Governments on the rule of law and anti-corruption,
the OSCE plays a key role in strengthening security and
stability, addressing humanitarian needs of conflict-
afflicted populations and promoting good governance
in the region.","[4231, 'From promoting\npeaceful resolutions to conflicts to working with\nGovernments on the rule of law and anti-corruption,']",premise,{}
4868,UNSC_2017_SPV.7887_spch008_US,4419,"From promoting
peaceful resolutions to conflicts to working with
Governments on the rule of law and anti-corruption,
the OSCE plays a key role in strengthening security and
stability, addressing humanitarian needs of conflict-
afflicted populations and promoting good governance
in the region.","[4232, 'the OSCE plays a key role in strengthening security and\nstability, addressing humanitarian needs of conflict-\nafflicted populations and promoting good governance\nin the region.']",claim,{4231: 'support'}
4869,UNSC_2017_SPV.7887_spch008_US,4420,"We believe that the organization should
also continue its focus on supporting civil society
and independent media and on promoting tolerance
and non-discrimination throughout the OSCE region.","[4233, 'We believe that the organization should\nalso continue its focus on supporting civil society\nand independent media and on promoting tolerance\nand non-discrimination throughout the OSCE region.']",claim,standalone
4870,UNSC_2017_SPV.7887_spch008_US,4421,"We urge Mr. Kurz to make the full implementation
of all human dimension commitments by all OSCE
participating States a priority of his chairmanship.","[4234, 'to make the full implementation\nof all human dimension commitments by all OSCE\nparticipating States a priority of his chairmanship.']",claim,standalone
4871,UNSC_2017_SPV.7887_spch008_US,4422,"The commitment and bravery of the Special
Monitoring Mission to Ukraine deserves particular
recognition.","[4235, 'The commitment and bravery of the Special\nMonitoring Mission to Ukraine deserves particular\nrecognition.']",claim,"{4237: 'support', 4238: 'support', 4236: 'support'}"
4872,UNSC_2017_SPV.7887_spch008_US,4423,"As recent weeks have seen, an increase in
violence, including the use of heavy weapons, civilian
causalities and damage to critical infrastructure have
compounded a desperate humanitarian situation.","[4236, 'As recent weeks have seen, an increase in\nviolence, including the use of heavy weapons, civilian\ncausalities and damage to critical infrastructure have\ncompounded a desperate humanitarian situation.']",premise,{}
4873,UNSC_2017_SPV.7887_spch008_US,4424,"The Special Monitoring Mission has worked with
humanitarian organizations on both sides of the line
of contact to ensure that civilians enduring freezing
conditions, on top ofthe relentless fighting, have access
to heat, water and electricity.","[4237, 'The Special Monitoring Mission has worked with\nhumanitarian organizations on both sides of the line\nof contact to ensure that civilians enduring freezing\nconditions, on top ofthe relentless fighting, have access\nto heat, water and electricity.']",premise,{}
4874,UNSC_2017_SPV.7887_spch008_US,4425,"OSCE monitors risk
their own safety to fulfil their mandate to document
ceasefire violations and to provide critical information
of the situation on the ground.","[4238, 'OSCE monitors risk\ntheir own safety to fulfil their mandate to document\nceasefire violations and to provide critical information\nof the situation on the ground.']",premise,{}
4875,UNSC_2017_SPV.7887_spch008_US,4426,"They deserve our
respect and support as they press all sides to bring
an immediate end to violence.","[4239, 'They deserve our\nrespect and support as they press all sides to bring\nan immediate end to violence.']",claim,"{4237: 'support', 4238: 'support'}"
4876,UNSC_2017_SPV.7887_spch008_US,4427,"They must be granted
full and unfettered access and safe passage to better
perform their mission, particularly in areas held by
Russian-backed separatists.","[4240, 'They must be granted\nfull and unfettered access and safe passage to better\nperform their mission, particularly in areas held by\nRussian-backed separatists.']",claim,"{4238: 'support', 4241: 'support'}"
4877,UNSC_2017_SPV.7887_spch008_US,4428,"We continue to be concerned about threats made
to the Special Monitoring Mission and underscore the
importance of all sides to protect them and their work
in monitoring the situation on the ground.","[4241, 'We continue to be concerned about threats made\nto the Special Monitoring Mission and underscore the\nimportance of all sides to protect them and their work\nin monitoring the situation on the ground.']",premise,{}
4878,UNSC_2017_SPV.7887_spch008_US,4429,"The United
States continues to support the Minsk agreements and
their full and immediate implementation, as the best
path to resolve the conflict and alleviate the suffering
in eastern Ukraine.","[4242, 'The United\nStates continues to support the Minsk agreements and\ntheir full and immediate implementation']",claim,{4243: 'support'}
4879,UNSC_2017_SPV.7887_spch008_US,4429,"The United
States continues to support the Minsk agreements and
their full and immediate implementation, as the best
path to resolve the conflict and alleviate the suffering
in eastern Ukraine.","[4243, 'as the best\npath to resolve the conflict and alleviate the suffering\nin eastern Ukraine.']",premise,{}
4880,UNSC_2017_SPV.7887_spch008_US,4430,"This should remain a priority of the
OSCE and we reiterate our call on Russia to adhere to
its commitments.","[4244, 'This should remain a priority of the\nOSCE and we reiterate our call on Russia to adhere to\nits commitments.']",claim,{4243: 'support'}
4881,UNSC_2017_SPV.7887_spch008_US,4431,"We must not forget the situation in
occupied Crimea.","[4245, 'We must not forget the situation in\noccupied Crimea.']",claim,standalone
4882,UNSC_2017_SPV.7887_spch008_US,4432,"We once again call for an end to the
Russian occupation and attempted annexation of the
peninsula.","[4246, 'We once again call for an end to the\nRussian occupation and attempted annexation of the\npeninsula.']",claim,standalone
4883,UNSC_2017_SPV.7887_spch008_US,4433,"The United States remains fully committed
to supporting the OSCE's efforts in other areas as
well.","[4247, ""The United States remains fully committed\nto supporting the OSCE's efforts in other areas as\nwell.""]",claim,standalone
4884,UNSC_2017_SPV.7887_spch008_US,4434,"In Georgia, the OSCE plays a positive role in
keeping all sides accountable and we encourage the
Organization to remain actively engaged as the conflict
with Russia in Georgia's occupied territories continues
to undermind European security.","[4248, 'In Georgia, the OSCE plays a positive role in\nkeeping all sides accountable']",premise,{}
4885,UNSC_2017_SPV.7887_spch008_US,4434,"In Georgia, the OSCE plays a positive role in
keeping all sides accountable and we encourage the
Organization to remain actively engaged as the conflict
with Russia in Georgia's occupied territories continues
to undermind European security.","[4249, ""we encourage the\nOrganization to remain actively engaged as the conflict\nwith Russia in Georgia's occupied territories continues\nto undermind European security.""]",claim,{4248: 'support'}
4886,UNSC_2017_SPV.7887_spch008_US,4435,"As a participant
in the Geneva international discussions, the United
States looks forward to continuing our work with the
OSCE to find a peaceful resolution that guarantees
Georgia's sovereignty and territorial integrity within
its internationally recognized borders.","[4250, 'As a participant\nin the Geneva international discussions,']",premise,{}
4887,UNSC_2017_SPV.7887_spch008_US,4435,"As a participant
in the Geneva international discussions, the United
States looks forward to continuing our work with the
OSCE to find a peaceful resolution that guarantees
Georgia's sovereignty and territorial integrity within
its internationally recognized borders.","[4251, ""the United\nStates looks forward to continuing our work with the\nOSCE to find a peaceful resolution that guarantees\nGeorgia's sovereignty and territorial integrity within\nits internationally recognized borders.""]",claim,{4250: 'support'}
4888,UNSC_2017_SPV.7887_spch008_US,4436,"As one of the
three co-Chairs of the OSCE Minsk Group, the United
States supports the peaceful settlement of the Nagorno
Karabakh conflict.","[4252, 'As one of the\nthree co-Chairs of the OSCE Minsk Group']",premise,{}
4889,UNSC_2017_SPV.7887_spch008_US,4436,"As one of the
three co-Chairs of the OSCE Minsk Group, the United
States supports the peaceful settlement of the Nagorno
Karabakh conflict.","[4253, 'the United\nStates supports the peaceful settlement of the Nagorno\nKarabakh conflict.']",claim,{4252: 'support'}
4890,UNSC_2017_SPV.7887_spch008_US,4437,"The sides have made progress
over the years towards a comprehensive settlement
through this process.","[4254, 'The sides have made progress\nover the years towards a comprehensive settlement\nthrough this process.']",claim,standalone
4891,UNSC_2017_SPV.7887_spch008_US,4438,"We call on the sides to enter
into negotiations and complete confidence-building
measures agreed last spring.","[4255, 'We call on the sides to enter\ninto negotiations and complete confidence-building\nmeasures agreed last spring.']",claim,{4256: 'support'}
4892,UNSC_2017_SPV.7887_spch008_US,4439,"This conflict cannot be
resolved by force.","[4256, 'This conflict cannot be\nresolved by force.']",premise,{}
4893,UNSC_2017_SPV.7887_spch008_US,4440,"We are firmly committed to a comprehensive
settlement of the Transnistria conflict.","[4257, 'We are firmly committed to a comprehensive\nsettlement of the Transnistria conflict.']",claim,standalone
4894,UNSC_2017_SPV.7887_spch008_US,4441,"We believe that
the 5+2 talks can play an important role in resolving
the conflict, but any 5+2 meeting must deliver concrete
results.","[4258, 'We believe that\nthe 5+2 talks can play an important role in resolving\nthe conflict']",premise,{}
4895,UNSC_2017_SPV.7887_spch008_US,4441,"We believe that
the 5+2 talks can play an important role in resolving
the conflict, but any 5+2 meeting must deliver concrete
results.","[4259, 'any 5+2 meeting must deliver concrete\nresults']",claim,{4258: 'attack'}
4896,UNSC_2017_SPV.7887_spch008_US,4442,"The OSCE mission must have unrestricted
access to all of Moldova, including the Transnistrian
region, and we call on the Transnistrian authorities to
grant OSCE monitors consistent, unfettered access.","[4260, 'The OSCE mission must have unrestricted\naccess to all of Moldova, including the Transnistrian\nregion, and we call on the Transnistrian authorities to\ngrant OSCE monitors consistent, unfettered access.']",claim,standalone
4897,UNSC_2017_SPV.7887_spch008_US,4443,"Finally, we would like to highlight the OSCE's vital

role in supporting the implementation of our decisions
in the Security Council.","[4261, ""we would like to highlight the OSCE's vital\n\nrole in supporting the implementation of our decisions\nin the Security Council.""]",claim,standalone
4898,UNSC_2017_SPV.7887_spch008_US,4444,"The OSCE's support for two
Security Council resolutions, in particular resolution
1540 (2004), is part of the global effort to address
weapons' proliferation, and resolution 1325 (2000) to
end violence against women and ensure women are at
the centre of efforts to resolve conflicts and counter
violent extremism.","[4262, ""The OSCE's support for two\nSecurity Council resolutions, in particular resolution\n1540 (2004), is part of the global effort to address\nweapons' proliferation, and resolution 1325 (2000) to\nend violence against women and ensure women are at\nthe centre of efforts to resolve conflicts and counter\nviolent extremism.""]",claim,standalone
4899,UNSC_2017_SPV.7887_spch008_US,4445,"The United States applauds the OSCE for its work
to reinforce security throughout Europe.","[4263, 'The United States applauds the OSCE for its work\nto reinforce security throughout Europe.']",claim,standalone
4900,UNSC_2017_SPV.7887_spch008_US,4446,"The United
Nations-OSCE relationship is central to the Council's
work in the region.","[4264, ""The United\nNations-OSCE relationship is central to the Council's\nwork in the region.""]",premise,{}
4901,UNSC_2017_SPV.7887_spch008_US,4447,"We look forward to continuing and
deepening the decades of dialogue and cooperation
between the United Nations and the OSCE.","[4265, 'We look forward to continuing and\ndeepening the decades of dialogue and cooperation\nbetween the United Nations and the OSCE.']",claim,{4264: 'support'}
4902,UNSC_2017_SPV.7887_spch011_CN_pos,4448,"Mr. Liu Jieyi (China) (spoke in Chinese): China
welcomes the presence at today's meeting of His
Excellency Mr. Sebastian Kurz, Chairperson-in-Office
of the Organization for Security and Cooperation in
Europe (OSCE) and the Federal Minister for Europe,
Integration and Foreign Affairs of the Republic of
Austria, and we thank him for his briefing.",non-arg,non-arg,non-arg
4903,UNSC_2017_SPV.7887_spch011_CN_pos,4449,"The world today is filled with various types of
challenges.","[4266, 'The world today is filled with various types of\nchallenges.']",claim,{4267: 'support'}
4904,UNSC_2017_SPV.7887_spch011_CN_pos,4450,"Countries are interdependent, and their
security is interconnected.","[4267, 'Countries are interdependent, and their\nsecurity is interconnected.']",premise,{}
4905,UNSC_2017_SPV.7887_spch011_CN_pos,4451,"While the United Nations
is at the core of the international collective-security
architecture, regional and subregional organizations
enjoy unique advantages in resolving hot-spot issues in
their respective regions.","[4268, 'the United Nations\nis at the core of the international collective-security\narchitecture']",premise,{}
4906,UNSC_2017_SPV.7887_spch011_CN_pos,4451,"While the United Nations
is at the core of the international collective-security
architecture, regional and subregional organizations
enjoy unique advantages in resolving hot-spot issues in
their respective regions.","[4269, 'regional and subregional organizations\nenjoy unique advantages in resolving hot-spot issues in\ntheir respective regions.']",claim,{4268: 'support'}
4907,UNSC_2017_SPV.7887_spch011_CN_pos,4452,"China supports enhancing the
cooperation between the United Nations and regional
and subregional organizations, in accordance with
Chapter VIII of the Charter of the United Nations, so
as to jointly safeguard international peace and security.","[4270, 'China supports enhancing the\ncooperation between the United Nations and regional\nand subregional organizations, in accordance with\nChapter VIII of the Charter of the United Nations, so\nas to jointly safeguard international peace and security.']",claim,standalone
4908,UNSC_2017_SPV.7887_spch011_CN_pos,4453,"The cooperation between the United Nations and
regional and subregional organizations should, while
steadfastly upholding the purposes and principles of
the Charter of the United Nations, seek vigorously to
promote dialogue and consultation aimed at addressing
regional and hot-spot issues, actively engage in
preventive diplomacy, resolve disputes through
peaceful means and defuse conflicts.","[4271, 'The cooperation between the United Nations and\nregional and subregional organizations should, while\nsteadfastly upholding the purposes and principles of\nthe Charter of the United Nations, seek vigorously to\npromote dialogue and consultation aimed at addressing\nregional and hot-spot issues, actively engage in\npreventive diplomacy, resolve disputes through\npeaceful means and defuse conflicts.']",claim,standalone
4909,UNSC_2017_SPV.7887_spch011_CN_pos,4454,"All relevant
actions by the regional and subregional organizations
concerned should observe the purposes and principles
of the United Nations Charter, in particular respect for
the principles of the sovereignty, independence and
territorial integrity of States.","[4272, 'All relevant\nactions by the regional and subregional organizations\nconcerned should observe the purposes and principles\nof the United Nations Charter, in particular respect for\nthe principles of the sovereignty, independence and\nterritorial integrity of States.']",claim,standalone
4910,UNSC_2017_SPV.7887_spch011_CN_pos,4455,"The OSCE is an important partner of the United
Nations.","[4273, 'The OSCE is an important partner of the United\nNations.']",claim,standalone
4911,UNSC_2017_SPV.7887_spch011_CN_pos,4456,"In recent years, the OSCE has been actively
engaged in preventive diplomacy, promoting mutual
trust among countries in the region and in endeavouring
to settle disputes through mediation.",non-arg,non-arg,non-arg
4912,UNSC_2017_SPV.7887_spch011_CN_pos,4457,"China expresses
its appreciation to the OSCE for its efforts.",non-arg,non-arg,non-arg
4913,UNSC_2017_SPV.7887_spch011_CN_pos,4458,"We welcome the priorities set by Austria as the
OSCE Chairperson-in-Office aimed at defusing armed
conflicts, countering violent extremism and building
mutual trust.",non-arg,non-arg,non-arg
4914,UNSC_2017_SPV.7887_spch011_CN_pos,4459,"China supports effective and pragmatic
cooperation between the Security Council and the
OSCE in the fields of peace and security, and it is our
hope that the OSCE will continue to play an active and
constructive role in upholding regional peace, security
and stability.","[4274, 'China supports effective and pragmatic\ncooperation between the Security Council and the\nOSCE in the fields of peace and security']",claim,standalone
4915,UNSC_2017_SPV.7887_spch011_CN_pos,4459,"China supports effective and pragmatic
cooperation between the Security Council and the
OSCE in the fields of peace and security, and it is our
hope that the OSCE will continue to play an active and
constructive role in upholding regional peace, security
and stability.","[4275, 'it is our\nhope that the OSCE will continue to play an active and\nconstructive role in upholding regional peace, security\nand stability.']",claim,standalone
4916,UNSC_2017_SPV.7887_spch011_CN_pos,4460,"With respect to the question of Ukraine, the parties
concerned, including the OSCE, have made some
positive efforts, which China welcomes.","[4276, 'With respect to the question of Ukraine, the parties\nconcerned, including the OSCE, have made some\npositive efforts, which China welcomes.']",claim,standalone
4917,UNSC_2017_SPV.7887_spch011_CN_pos,4461,"We hope
that the situation in Ukraine will improve as soon as
possible.",non-arg,non-arg,non-arg
