Component,Label
"On Saturday and Sunday in Mariupol, separatist groups attacked residential neighbourhoods with rockets, killing nearly 30 civilians and instilling terror among the population. ",premise
"All reports from the ground, in particular those of the Organization for Security and Cooperation in Europe observers, confirm this. ",premise
"More than a further violation of the ceasefire, this is also a serious violation of the international humanitarian law that protects civilians. ",claim
These acts are unacceptable ,claim
as they indiscriminately target civilians. ,premise
"The offensive against Mariupol, which was provocatively welcomed by Alexander Zakharchenko last Saturday, violated the commitments undertaken by the parties last September in Minsk ",premise
is entirely unacceptable ,claim
Let us not mince words. ,premise
"By supporting the Ukrainian separatists and their actions, ",premise
Russia bears a significant share of responsibility for the violence. ,claim
We must now turn to dialogue and seriously discuss the future of Ukraine and how to restore peace. ,claim
"We also call on Russia to stop supporting the separatists, who are hell- bent on destabilizing the situation ",claim
We call for a long- overdue end to the transfer of weapons and manpower across the Russian-Ukrainian border ,claim
which is fuelling the war and violates the territorial integrity of Ukraine and the most fundamental principles of the Charter of the United Nations ,premise
"which undermines diplomatic efforts seeking to settle the conflict in accordance with international law and the fundamental rights and freedoms of all Ukrainians, including its minorities. ",premise
We urge Russia to use all its influence on the separatists in the east of the country so that they fully respect the ceasefire. ,claim
"announcing the facilitation of contacts between the warring parties, are a positive sign but they are not enough. ",claim
We also call on Ukraine to begin the institutional reform as per its commitments. ,claim
President Poroshenko has spoken publicly of the prospects for national dialogue and institutional reform. ,premise
That statement was a further step towards the comprehensive implementation of the Minsk accords ,premise
which are the only way to achieve a negotiated solution to this crisis. ,claim
"We must also call on all parties to refrain from attacking the civilian population, to respect international humanitarian law and to ensure humanitarian access to the wounded and to civilians in need of assistance. ",claim
We must underscore that there can be no military solution to this conflict. ,claim
Only by all parties fully implementing the Minsk accords and resuming serious diplomatic discussions ,premise
can there be a positive outcome to this crisis. ,claim
Every efforts must be made to that end. ,claim
"In this difficult context, we cannot afford to let down our guard. ",claim
France remains and will remain fully mobilized to achieving a peaceful settlement. ,claim
"Our goals are clear and consistent: respect for the ceasefire, the withdrawal of heavy weaponry on each side of the contact line, a resumption of prisoner exchanges, the resolution of humanitarian issues and the implementation by the parties of all measures under the Minsk accords. ",claim
"France will pursue its efforts, in close contact with our German partners and the Russian and Ukrainian authorities, under the so-called Normandy format. ",claim
We have no time to waste. ,claim
This is not the time for prevarication or hypocrisy. ,claim
Today we must urgently end this conflict ,claim
"which has already claimed more than 5,000 lives and exacted too high a price from Ukraine, from Russia, from the European Union and from the international system as a whole. ",premise
Ukraine has a democratic Constitution and is implementing a process of reform. ,premise
Ukraine made a decisive contribution to nuclear non-proliferation when it decided in 1994 to renounce nuclear weapons. ,premise
Ukraine is a crucial player in the international order. ,claim
We unreservedly support its territorial integrity. ,claim
there should be no violence in Ukraine. ,claim
today we are meeting once again due to an extremely serious deterioration in the situation. ,premise
Spain would have liked the Council to adopt a statement. ,claim
"Unfortunately, this was not the case. ",premise
I therefore vigorously and unreservedly condemn the bombing of urban areas in the city of Mariupol ,claim
which claimed tens of civilian victims and injured more than 100. ,premise
According to the information provided yesterday by the Mission of the Organization for Security and Cooperation in Europe (OSCE) ,premise
the rockets were launched from locations under the control of rebel groups of the self- proclaimed Donetsk People's Republic. ,premise
The command responsibility for these attacks must be investigated and the perpetrators held responsible and brought to justice. ,claim
we deplore the statement made by Alexander Zakharchenko shortly before the attack on Mariupol. ,premise
The statements constitute a clear violation of the ceasefire and of the Minsk accords. ,claim
The attacks against civilians are a flagrant violation ofinternational law. ,claim
International law puts obligations not only on the parties but also on those within whose capacity it is to act to prevent any further Violation of international law. ,premise
the High Commissioner for Human Rights warned on Friday of the continued presence of foreign fighters in eastern Ukraine ,premise
"in keeping with that of the High Commissioner, they are troops of the Russian Federation. ",premise
"The same source confirmed the presence of sophisticated heavy weaponry in populated areas, under the control of armed rebel groups, and reported repeated violations of the human rights of the civilians trapped there and a lack of the rule of law in those areas. ",premise
The Security Council cannot remain silent. ,claim
It must make itself heard clearly given this situation. ,claim
"We call once again for the full implementation of the Minsk memorandum and protocol, and for the immediate restoration of the ceasefire. ",claim
"We appeal to all those in a position to influence those responsible for their horrendous acts, in particular to Russia, to, in accordance with its status as a signatory to the Minsk accords and to the joint Berlin declaration of 21 January, as well as a member of the OSCE trilateral contact group, and in exercise of its responsibility of the Security Council, contribute to de-escalate the tensions and compel the rebel groups to renounce violence and accept the peaceful and lawful path to pursue their claims. ",claim
The violence and horrific acts of this weekend sought to derail dialogue and undermine the negotiated settlement of the crisis provided for in the Minsk accords. ,premise
We must not allow this to happen. ,claim
we have witnessed a drastic deterioration in the situation in eastern Ukraine ,premise
"with frequent clashes and attacks that have caused heavy casualties among civilians, including women and children. ",premise
China condemns all violent attacks aimed at civilians and expresses its condolences to the victims and its sympathy to their families. ,claim
We support the conduct of an objective investigation of the relevant attacks to determine the truth and bring the perpetrators to justice. ,claim
"Last week, the Security Council held a public meeting on the question of Ukraine (see S/PV.7365). ",premise
The relevant Member States called on the parties to the conflict to take effective measures to as to avoid any escalation of the conflict or confrontation. ,premise
"However, much to our distress, the situation in eastern Ukraine has not improved but, on the contrary, escalated, resulting in a considerable loss of civilian life and property. ",claim
The deterioration of the situation in eastern Ukraine is not in the interest of any party. ,claim
"What is most urgent now is for all parties to be calm and exercise restraint so as to avoid any further escalation of the conflict or confrontation, to bring about a ceasefire and stop the violence in eastern Ukraine and to implement comprehensively the Minsk agreement reached in September. ",claim
All of the parties concerned must make effective efforts to achieve the aforementioned objectives. ,claim
it is necessary to abide by the overall objective of seeking a political settlement ,claim
"to fully consider the complex historical factors and the reality of the issue relating to Ukraine; to take into full account the legitimate rights, interests and demands of all regions and ethnic communities in Ukraine ",claim
"and to attach great importance to addressing the legitimate concerns of all parties and ensure that the interests of all sides are accommodated in a balanced manner, so as to arrive at a fundamental and enduring solution to the question of Ukraine. ",claim
The international community must make greater diplomatic efforts to promote the quest for a political settlement of the issue. ,claim
Discussions held by the Security Council must play a constructive role in helping to ease the situation in Ukraine. ,claim
China has consistently held that the sovereignty and territorial integrity of all countries should be respected. ,premise
Chinas has adopted an objective and fair position concerning the question of Ukraine. ,premise
We support the relevant parties of the international community in their efforts to seek a political settlement of the question of Ukraine. ,claim
China calls on all parties to make greater efforts and to bring into full play the role of the Normandy and Minsk mediation mechanisms. ,claim
"the conflict in the country has intensified, and civilians continue to suffer the consequences ",claim
"The rocket attacks on Mariupol, which left 30 people dead and more than 100 injured, including women and children, serve to illustrate this point. ",premise
Nigeria condemns in the strongest terms indiscriminate attacks on residential areas. ,claim
"They serve no military purpose, they violate international law and they are unacceptable. ",premise
We call on both sides to immediately de-escalate the fighting and respect the terms of the ceasefire agreement reached at the Minsk peace talks. ,claim
We stress that there can be no military solution to the conflict in Ukraine. ,claim
The parties should seek a political solution through dialogue. ,claim
It is important that the concerns of the separatists be addressed within the framework of a negotiated political settlement. ,claim
"That should be done without compromising the sovereignty, independence and territorial integrity of Ukraine. ",claim
which has caused loss of civilian lives and untold numbers of injuries ,premise
"Venezuela reiterates its call on the parties to promote a peaceful, negotiated, political solution to the crisis. ",claim
"We stress that any violent incident on the ground should be investigated independently, and that the investigation's conclusions should be based on irrefutable evidence. ",claim
"Venezuela rejects any act of violence or terrorism, in particular attacks against civilians, from wherever they originate. ",claim
The intensification of the armed conflict in eastern Ukraine ,premise
the parties put an end to their hostilities in the area. ,claim
The ceasefire is therefore a crucial step. ,claim
"It is necessary to continue on the path of seeking a political and diplomatic solution to the Ukrainian crisis, in which the conflicting parties commit to working on achieving a firm and lasting peace. ",claim
"The mediation efforts by regional organizations is, in our View, particularly important in the process of finding a negotiated settlement to the conflict. ",claim
we encourage the parties to work together for its implementation. ,claim
The Minsk agreements are the basis on which lasting peace can be achieved in the region. ,premise
any intervention by outside elements that violate the Minsk agreements and regional efforts to reach an agreement between the parties should be avoided. ,claim
Venezuela stresses that the parties must act with a sense of restraint in order to prevent the dialogue from being undermined by unilateral actions that jeopardize the peace process. ,claim
The cycle of violence must be broken. ,claim
"Building the foundation for peace involves putting an end to hate speech, ethnic persecution and war propaganda. ",premise
The historic and root causes of the conflict must be addressed and a political agreement between the parties must be sought. ,claim
"The escalation in hostilities requires strict compliance by the belligerent parties with obligations concerning the protection of civilians in the areas affected by violence, including the need to ensure humanitarian access to internally displaced persons, refugees and others residents in areas affected by the conflict. ",premise
"Finally, we again call on all parties to redouble their efforts in the search for a just and lasting political solution, which is in their own interests and those of the entire region. ",claim
New Zealand condemns the killing of approximately 30 people and the injuring of more than 90 civilians on 24 January in Mariupol. ,claim
"The reports of indiscriminate shelling of civilian populations and residential areas are deeply concerning, as indeed are the other incidents that were outlined by Under-Secretary-General Feltman. ",premise
The Mariupol incident confirms that the situation in eastern Ukraine is now on a disastrous downward spiral. ,premise
"Its occurrence, magnitude and the claims made about it by the separatist leadership speak for themselves. ",premise
It was a major assault on a civilian population with the sole purpose of taking and controlling the area as a result. ,claim
The most recent civilian casualties from the conflict in eastern Ukraine are completely unacceptable. ,claim
We call on all sides to respect international humanitarian law and to refrain from any indiscriminate attacks. ,claim
we note that rockets have been launched indiscriminately into civilian areas - a violation of international humanitarian law. ,premise
There can be no impunity for such reckless acts. ,claim
Those responsible must be held accountable for their actions. ,claim
Russia's provision of troops and materiel to '6  the separatists is irresponsible. ,premise
"The threat of a major Ukrainian war"" is both chilling and wholly inappropriate, and it may now be close to a reality. ",claim
Russia is unapologetic for the role it is playing in supporting the separatists. ,claim
Russia speaks about the facts. ,premise
What we know for a fact is that Russia is playing a role in this conflict. ,premise
We support the promotion of a fully inclusive political dialogue. ,claim
"We call on Russia, instead of blaming others, to use the diplomatic and other tools it has available to ensure that the separatists respect a ceasefire. ",claim
"That ceasefire, as already agreed on in the Minsk accords, must be implemented immediately. ",claim
The Council must also live up to its responsibilities under the Charter of the United Nations. ,claim
"We must put politics aside, difficult although that may be, and use our collective influence to stop the killing of civilians in eastern Ukraine. ",claim
That must be the priority. ,claim
We join in the condemnation of the indiscriminate shelling of residential areas in the city of Mariupol ,claim
an attack that constitutes a significant and worrying escalation of the level of violence in eastern Ukraine. ,premise
Those responsible for such deplorable acts against the civilian population must be held accountable ,claim
we emphasize the absolute necessity for an objective investigation of the facts that will see that those responsible are brought to justice. ,claim
The violence must end ,claim
"Ukrainians can rebuild their lives in a stable and secure country, while maintaining its sovereignty and territorial integrity in accordance with the Charter of the United Nations. ",premise
We urge the parties to fully implement the Minsk agreements ,claim
We furthermore recall that in Minsk all parties agreed to allow the Organization for Security and Cooperation in Europe (OSCE) to monitor and verify the ceasefire. ,premise
"We emphasize our support for the OSCE'S Special Monitoring Mission in Ukraine and urge the parties to cooperate with its mandate, particularly through support for the delivery of humanitarian aid. ",claim
the situation there has deteriorated significantly. ,claim
"On 24 January, Russian-backed terrorists committed another heinous crime against humanity. ",premise
"As a result of the shelling of residential areas in Mariupol, in eastern Ukraine, 30 civilians were killed and more than 100 wounded. ",premise
"According to the 24 January spot report of the Special Monitoring Mission in Ukraine of the Organization for Security and Cooperation in Europe, the bombardment was carried out using multiple Grad and Uragan rockets launched from inside terrorist- controlled territory. ",premise
"The shelling of Mariupol began just after statements by one of the terrorist leaders about imminent attacks on Ukrainian cities, as well as a significant increase in inflows of Russian armed forces and weapons into the Donetsk and Luhansk regions. ",premise
"As the President of Ukraine stated,  ""The bloody murder of dozens of civilians and injuries to almost 100 people by pro-Russian terrorists in Mariupol not only constitute a terrorist attack, they are a crime against humanity, and thus an issue to be considered by the tribunal in The Hague"". ",premise
"it is highly regretful that one of the permanent members of the Security Council, bestowed by the Charter of the United Nations with the primary responsibility for the maintenance of international peace and security, has once again showed its utter disrespect, not only of the Charter but of human values, ",claim
by blocking the Council's condemnation of the heinous crimes against humanity committed by terrorists in Mariupol. ,premise
"Today's statement delivered by the Russian delegation made it sound as if it were not Russia that invaded, occupied and annexed a part of the Ukrainian sovereign territory of Crimea last spring. ",claim
The Russian delegation's statement today made it sound as if regular Russian troops were not in Ukrainian sovereign territory. ,claim
"On can find additional evidence on my Mission's website, which we will try to send to Council members as well. ",premise
If militants and Russia had complied with the Minsk agreements ,premise
this tragedy - the most dreadful since the beginning of the Russian aggression - would not have happened. ,claim
Radio and telephone conversations intercepted by the Security Service of Ukraine irrefutably indicate that the attack was organized by terrorists supported by Russia. ,premise
"Further evidence of that is Russia's blocking of a draft statement by the Security Council condemning this horrible event, as well as its complete silence not a single word of reproach - about the terrorists' other barbaric acts in the Donetsk and Luhansk regions, such as the attack on Volnovakha, the shameful behaviour with regard to Ukrainian hostages, the tragedy at the trolleybus stop in Donetsk and many other cases. ",premise
"Therefore, the Russian Federation, which continues to support terrorist activities and whose troops are directly involved in hostilities against Ukraine, is solely responsible for the murders in recent weeks of innocent civilians in Volnovakha, Debaltsevo, Donetsk, Mariupol and many other towns and villages in Ukraine. ",claim
"We seek international support so that Russia is finally compelled to keep its promises, rein in its proxies and stop sending troops and weaponry into Ukraine. ",claim
"We demand that Russia fully implement the Minsk agreements, which it has thus far supported in words only, including the immediate withdrawal of all its armed forces from the territory of Ukraine, the stabilization of the Ukrainian-Russian border and the establishment of international monitoring. ",claim
"It should also free without any further delay Ukrainian pilot Nadiya Savchenko - who is still on a hunger strike that is endangering her life - as well as Oleg Sentsov, Alexander Kolchenko and the other Ukrainian citizens who are being held in Russia illegally. ",claim
We call on the international community to respond resolutely to the crimes of terrorists and to increase all forms of pressure on those who sponsor and support them. ,claim
Our position remains constant: the so-called Donetsk People's Republic and the Luhansk People's Republic must be recognized as terrorist organizations. ,claim
"Time and again, we have called on the Security Council to finally exercise its responsibilities under the Charter of the United Nations so as to prevent these terrorist groups from committing their crimes. ",premise
The only way to do that is to put an end to the Russian aggression against Ukraine. ,claim
"Today, as never before, we need joint decisive actions by the international community against terrorist organizations and those who control them. ",claim
"Let me summarize my statement with the words of our President:  ""We stand for peace, but we accept the enemy's challenge. ",claim
We will defend our homeland as true patriots. ,claim
"We will do everything to stop the pain and suffering, to return peace to each Ukrainian family - from Lviv to Luhansk, from Chernihiv to Kerch. ",claim
"Having united our efforts, we will defend our freedom."" ",claim
he has really misstated the position of the Russian Federation. ,claim
"First, we always condemn all attacks on all civilians, and we mourn the deaths of all civilians. ",premise
This is quite different from the authorities in Kyiv ,claim
who say they mourn the deaths of civilians but clearly indicate which civilians and from which regions. ,premise
The fact that hundreds of individuals are dying from Ukrainian rockets and snipers does not interest them. ,premise
They continue to View Donbas as Ukrainian territory. ,premise
"Secondly, we always condemn the deaths of innocent people, and we stood ready to do so in the case of Mariupol as well. ",premise
"The fact that we were not able to do so was the result of the sloppy diplomacy conducted by a number of our colleagues using methods they have resorted to in the past with respect to the Ukrainian crisis, when they have come up with wording that is quite clearly unacceptable to one member of the Security Council. ",premise
Have they ever condemned the inhumane statements that we hear from the authorities in Kyiv? ,claim
Not once. ,claim
Why is it that they all fixate on the statements of one leader of the self-defence formations and insist that we have to condemn them? ,claim
It is quite clear that we are not acting fairly here ,claim
"a statement condemning what happened in Mariupol would have been adopted injust a few minutes, just as we adopted a statement condemning what took place in Volnovakha, which we immediately agreed to. ",premise
"Thirdly, we have always been in favour of objective investigations in such cases. ",premise
one does not want to bring to the Security Council the work of the Organization for Security and Cooperation in Europe (OSCE) Special Monitoring Mission. ,premise
it seems to us that the members of the Monitoring Mission did not act appropriately. ,claim
"The members of the Mission, which included individuals from the United States, took a look the site of the tragedy in a very cursory way and then immediately came up with a statement. ",premise
That runs counter to the traditional and agreed methods of work of the OSCE. ,premise
in this situation we see a case in which tragic events have clearly been exploited for political ends. ,claim
I remind Council members that Donbas has been shelled for months by Ukrainian rockets and artillery. ,premise
it is quite clear that we cannot expect conciliatory statements from the leaders of the Donetsk People's Republic. ,claim
They have been trying for month to push the rockets and artillery of the Ukrainian forces back far enough so that they could not threaten Donetsk and Luhansk. ,premise
"That, too, is a goal of the Minsk agreements and underscores the importance of implementing them. ",claim
Ukrainian tanks cannot simply move into Donbas. ,claim
"that was part of the Poroshenko peace plan, which, in essence, demanded the capitulation of the self-defence formations. ",premise
That was the first step towards escalating the conflict into a catastrophe. ,claim
That is unacceptable ,claim
we have recently seen it being pushed by certain members of the Security Council. ,claim
That is the entirely wrong approach. ,claim
Serious political efforts need to be undertaken right now. ,claim
Direct dialogue between Kyiv and the east need to be set up. ,claim
"It is necessary to put an end to the game of hide-and-seek with the Constitution, which needs to be discussed at a all-Ukraine level. ",claim
"I am not familiar with the fact that Russia had agreed to a change in the format, but as far as I know Moscow is very flexible when it comes to the format. ",claim
We stand ready to work in any format that would have a chance of yielding genuine progress in favour of a settlement. ,claim
"no discussion regarding one format or another should serve as a pretext to move away from direct dialogue between Kyiv and the representatives of the regions, first and foremost the east. ",claim
"Ukraine has always presented facts and figures, confirmed not only by other national competent authorities, but also by many independent observers and missions of international organizations on the ground. ",premise
"Today, we also have a list of questions on the 16 battalions and other groups. ",premise
I urge the Council to compare the figures. ,premise
"At the last Council meeting (see S/PV.7365), 9,000 Russian troops were mentioned. ",premise
"Today, we have calculated that there are around 12,000 troops, 235 tanks, 720 armoured combat vehicles and 263 artillery systems. ",premise
"What we have heard instead from the Russian representative in the Council today is nothing but the old, arid and constantly repeated magic mantra - fictions about coup d'etats, Bandera and Shukhevych fascists, anti-Semites, oppression of the Russian language, ignoring the rights of the Donbas population, and so on. ",premise
But not even once have Ukraine and the world received even a briefand meaningful message ofcondolence from Russia for the victims killed by its own mercenaries in Mariupol or Volnovakha. ,premise
"Instead, we see how Russia helps the Russian-speaking population of Donbas: by exterminating it with Grad shelling. ",premise
I call again on the Russian Federation not to play with words or to turn Council deliberations into theatre. ,claim
We have a lot of proof of its direct and indirect aggression in Ukraine. ,premise
Russia is a sponsor of terrorism in Ukraine. ,claim
We advise Russia to stop and to do what was agreed in Minsk. ,claim
I am just stunned by the fact that he has forgotten his Russian ,claim
because only a few moments ago I explained the thrust of the problem facing the east. ,premise
"Instead of simply accepting that and building a political position based on it, we hear the same old propaganda. ",claim
"we intend to closely cooperate, with full confidence, with our German friends in this body in the months to come. ",claim
"They know that they can count on our full support in the implementation of their programme of work, which is rightly focused on the issues he mentioned, including the relaunching of dialogue, the rebuilding of trust and the restoration of security. ",claim
"The crisis unfolding today in eastern Ukraine is one of the most serious and dangerous violations of the founding principles ofthe OSCE, as adopted in Helsinki more than 40 years ago. ",claim
The OSCE has risen to the challenge and shouldered its responsibilities by deploying swiftly a Special Monitoring Mission and playing a central role in the implementation of the Minsk agreements. ,premise
The OSCE must continue to play this core role in the context of the international efforts aimed at resolving the crisis. ,claim
"Our goal here remains a return of control for Ukraine across its internationally recognized borders, which includes reinstating its authority over Crimea. ",claim
"Our position on this issue, which is in keeping with international law, will not change. ",claim
We welcome the fact that the mandate of the Special Monitoring Mission to Ukraine was extended several days ago for an additional year upon the initiative of the German chairmanship. ,claim
"For France, resolving the Ukrainian crisis remains a priority ",premise
"We are determined to continue our efforts in the Normandy format to ensure the full implementation of the Minsk agreements, which represents the only possible framework to achieve a peaceful settlement. ",premise
"we are deeply worried about the ongoing Violations of the ceasefire, whose number has increased in recent weeks, and we deplore the piecemeal application of the Minsk agreements on the ground. ",claim
The Minsk agreements are an international commitment whose provisions must be implemented by all parties. ,claim
"This includes the effective implementation of the ceasefire, which is the only possible basis for moving forward, as well as the implementation of the other measures planned for by the Minsk framework, namely, the adoption of a constitutional reform on decentralization and a special electoral law for Donbas, given the fact that the definition of a political horizon is the only way to ensure that the security situation remains stable. ",premise
"This will be a crucial time with respect to our mediation and to the conflict, and all parties must shoulder their responsibilities. ",premise
We call upon other members of the Council to urgently convey this message. ,claim
"We once again call for respect of the freedom of movement of the monitors and firmly condemn any violation of that principle, be it through intimidation, threats or prohibition of access to certain areas. ",claim
We should also think about how to give the organization the ability to better monitor the border between Russia and Ukraine and to set up a new advance presence in areas currently under separatist control. ,claim
"The commitment of the OSCE to ensuring security for local elections in Donbas will also be necessary, on the basis of arrangements yet to be determined. ",claim
the OSCE remains a key instrument for promoting peace and security in Europe in a context characterized by a broad spectrum of threats. ,premise
"This situation should encourage its 57 members to give up political posturing and embrace once again the Helsinki spirit of which Minister Steinmeier just spoke, which enabled a shared vision of security in Europe and which was reiterated in the 2010 Astana commemorative declaration of Heads of State and Government, entitled ""Towards a security community"", based on the three well-known dimensions on which the organization focuses. ",claim
we believe that the work of the OSCE must today emphasize the following issues in particular. ,claim
"Beyond the Ukrainian crisis, we cannot accept the continued existence of frozen conflicts throughout Europe, be it in Nagorno Karabakh, Transdniestria or Georgia, which was mentioned earlier. ",claim
"We share the belief of the German chairmanship that the OSCE's role is key in all of these situations, within established mediation formats, so as to promote dialogue and re-establish confidence. ",claim
Conflict prevention is an issue on which we deem it not only possible but also urgent to make headway together. ,premise
"we welcome the decision of the German chairmanship to attach priority importance to arms control and the adoption of confidence-building measures during this year, in which important timelines are coming up with respect to the Vienna Document and the Treaty on Conventional Armed Forces in Europe. ",claim
we are nevertheless concerned at the increasing tendency on the part of certain members to politicize or even reject consideration of issues related to the human dimension. ,claim
"The approach taken by the German chairmanship of relaunching work in this area while focusing on issues such as combating discrimination, racism, xenophobia and intolerance is welcome, on the understanding that such work cannot overshadow the efforts that must be made in the area of democracy and human rights. ",claim
"With regard to developing the central role of the Organization for Security and Cooperation in Europe to certain emerging challenges a I am thinking in particular about migration, combatting radicalization and even climate change f it is important with all of those issues, which are so important for European security, that the OSCE work towards specific responses beyond public posturing. ",premise
"We fully support the desire of the German chairmanship to encourage the Organization to focus on those areas of expertise, such as in the fight against human trafficking in the context of migration, for example. ",claim
Particular attention should be paid to the impact of climate change on security. ,claim
"Whether it be in the field or in their respective missions in the Balkans, the Caucasus or Central Asia, they must always act in an integrated manner. ",claim
"There is also common ground in terms of principles with the defence of a common approach that encompasses security, development and human rights. ",claim
France is convinced that the founding principles of the OSCE remain more relevant than ever to guarantee security in Europe. ,claim
we think that it important to collectively mobilize to ensure those principles are upheld. ,claim
"Like the United Nations, the OSCE was founded on the principles of dialogue and respect for peace and stability. ",premise
"Together, the two organizations are therefore at the forefront of the rules-based international system. ",claim
that system is seldom left unchallenged ,premise
"so it is incumbent upon both organizations to work closely together to advance peace and security, and in doing so to uphold the Charter of the United Nations and the Helsinki principles. ",claim
"I wish to reaffirm the United Kingdom's full support for Ukraine's independence, sovereignty and territorial integrity and our commitment to the return of Crimea to its rightful place as part of Ukraine. ",claim
"One year since our previous meeting on the OSCE (see S/PV.7391), can we really say that the overall situation has changed for the better in the east of Ukraine? ",premise
"That meeting focused on the regular breaches of the ceasefire, the use of heavy weapons and the continued presence ofconvoys crossing the international border. ",premise
To that list one can now add the unacceptable aggression directed against OSCE monitors. ,premise
"I am saddened and deeply worried to say that, one year later, we seem no closer to a resolution of the crisis. ",claim
"Since the crisis began, over 9,000 people have lost their lives, and over 3 million are now in need of humanitarian assistance. ",premise
It is clear that that toll will only continue to grow unless a truly sustainable ceasefire is put in place and all sides meet their Minsk commitments in full. ,claim
"To that end, three clear steps must be taken. ",claim
"First, it is imperative that the Monitoring Mission, ably directed by Ambassador Apakan, be permitted to carry out its mandate in full. ",claim
The threats and aggressive behaviour towards monitors must end. ,claim
"The Mission must have unrestricted access to all of Ukraine, especially those parts of the border with Russia not under Ukraine's control. ",claim
"The Russian Federation should use its influence on the separatists to ensure that that happens without delay, as they it is obliged to do. ",claim
"Secondly, while there have been some welcome exchanges of prisoners over the last year, at least 134 Ukrainian prisoners remain in detention. ",premise
"We again call on Russia to release all illegally detained Ukrainian citizens, including those held in Russia and in the illegally annexed Crimean peninsula. ",claim
Those include Nadiya Savchenko and Oleg Sentsov. ,claim
"We also reiterate that all hostages and illegally detained persons related to the crisis in and around Ukraine must be released, as stipulated under the Minsk agreements. ",claim
"Thirdly, even more important, what is most needed is a truly sustainable ceasefire and genuine political will to restore Ukrainian sovereignty. ",claim
The Russian Federation must demonstrate that will and live up to its international commitments. ,claim
It must withdraw its weapons and personnel and use its considerable influence over the separatists to bring an end to the crisis and prevent the deaths of more people. ,claim
That is the best way to end the fear and suffering of ordinary people in eastern Ukraine and to allow the Ukrainian Government to focus on much-needed programmes of governance and reform. ,premise
"Until those steps are taken, we will be working with our European Union partners to ensure that sanctions remain in place. ",premise
"The onus is on Russia to demonstrate a clear commitment to act in line with the principles that guide the OSCE, the Council and other international organizations. ",claim
"Finally, beyond Ukraine, we in the Security Council should not lose sight of the need to work closely with the German OSCE chairmanship to resolve other issues affecting the region. ",claim
"Those include protecting fundamental freedoms, which continue to come under growing pressure in some OSCE States, addressing the need for greater military transparency and tackling the protracted conflicts that continue to blight the lives of people across the OSCE region, most notably in Georgia. ",claim
"We need dialogue based on respect for, and the implementation of, commitments. ",claim
"Without that we face continuing deadlock, which is damaging and debilitating to all sides. ",premise
Russian actions in Ukraine cast a shadow over efforts to build confidence and security across OSCE States. ,premise
"We must lift that shadow and, as Foreign Minister Steinmeier said, rebuild trust, renew dialogue and restore security. ",claim
"Angola needs a Europe in peace, marked by stability and growing economies. ",premise
"We therefore attach great relevance to the programme set by the German chairmanship of the OSCE, focused on the fight against threats such as terrorism, radicalism, drug trafficking, as well as on countering the abuse of cyberspace, by addressing youth radicalization through a comprehensive approach to security and the efforts that it has been deploying to address today's growing security challenges. ",claim
Angola supports and appreciates the OSCE's outstanding role in that regard. ,claim
"the organization's efforts to strengthen dialogue and cooperation in areas such as arms control are of relevance, as are initiatives aimed at managing cross-border movements and the social and political impact of migration, based on the organization's commitment to human rights and the promotion of tolerance and non-discrimination, ",claim
which are solid foundations for lasting solutions to the critical problems affecting the international community. ,premise
We welcome the German chairmanship's objective of holding a conference on those issues later this year in Berlin. ,claim
"we praise the OSCE's active support to the current negotiations and mechanisms for solving conflicts in Nagorno Karabakh and to the Transnistria talks on Georgia, as well as its fundamental role in the stabilization of Kosovo and in monitoring the Minsk agreement on eastern Ukraine. ",claim
Angola values with great appreciation the contribution of regional and subregional organizations to the maintenance of international peace and security. ,claim
"They play a key role in strengthening the multilateral system and complement the work of the United Nations through the specific knowledge of their respective regions, particularly with regard to the root causes of conflict. ",premise
"we would like to stress the importance of dialogue between the Security Council and the OSCE, as well as with other international, regional and subregional organizations, in prevention and crisis management and tackling issues that are threats to regional peace and stability in Europe. ",claim
"China commends the OSCE for its efforts and welcomes the priorities defined by the German chairmanship for enhancing dialogue, rebuilding mutual trust and restoring security. ",claim
"We hope that the OSCE shall continue to play its constructive role in maintaining regional peace, security and stability. ",claim
"China consistently advocates for political solutions to regional hotspot issues through dialogue and negotiation, and supports regional and subregional organizations in conducting preventive diplomacy, defusing differences and settling conflicts by peaceful means so as to contribute to the promotion of regional peace and security. ",claim
"The activities of regional organizations should conform to the principles and purposes of the Charter of the United Nations, in particular the principle of respect for the sovereignty, independence and territorial integrity of all countries. ",claim
The Security Council and regional and subregional organizations have their respective advantages in maintaining international peace and security. ,premise
"The United Nations and the Security Council should, in accordance with the provisions of the Charter of the United Nations, continue to deepen cooperation with regional and subregional organizations so as to be mutually complementary in their efforts to jointly uphold the Charter and the basic principles guiding international relations. ",claim
The OSCE is an important partner of the United Nations. ,claim
The overall situation in eastern Ukraine is relatively calm. ,claim
"All relevant parties, including the OSCE, have made positive efforts in this process. ",premise
"A comprehensive settlement of the Ukraine issue must follow the general direction of a political solution, taking fully into account the legitimate rights, interests and demands of all regions and ethnic groups within Ukraine, while paying due attention to the legitimate concerns of all relevant parties. ",claim
"China supports all relevant parties in fully implementing the Minsk agreement, as called for in resolution 2202 (2015), and in continuously advancing a political solution to the Ukraine issue. ",claim
"The international community should enable the Normandy and Minsk mediation mechanisms to play their full roles and jointly advance the early achievement of peace, calm, stability and development in Ukraine. ",claim
"We have consistently stood for developing and improving cooperation between the United Nations and regional and subregional mechanisms on the basis of the Charter of the United Nations, first and foremost Chapter VIII. ",claim
