Sentence,Label,Components
That collaboration could be a model for United Nations cooperation with other regions that are in need of regional collaborative and security arrangements.,claim,"{'That collaboration could be a model for United Nations cooperation with other regions that are in need of regional collaborative and security arrangements.': ['claim', 155]}"
"In doing so, the Council can make full use of Chapter VIII of the Charter and encourage the settlement of disputes through regional arrangements.",none,{}
"Mrs. Gueguen (France) (spoke inFrench): Iwelcome Mr. Angelino Alfano, Minister for Foreign Affairs and International Cooperation of Italy, and congratulate his country on assuming the chairpersonship of the Organization for Security and Cooperation in Europe (OSCE) this year.",none,{}
"Italy can count on our full support in addressing the priorities of its chairpersonship, which include conflicts in Europe, particularly Ukraine, challenges in the Mediterranean, transnational threats and, above all, respect for human rights - the keystone of peace and international security.",claim,"{'Italy can count on our full support in addressing the priorities of its chairpersonship, which include conflicts in Europe, particularly Ukraine, challenges in the Mediterranean, transnational threats and, above all, respect for human rights - the keystone of peace and international security.': ['claim', 293]}"
"I would like to focus on two points: the central role of the OSCE in our efforts to put an end to the Ukrainian crisis and the other priority challenges on which we, member States of the Security Council and the United Nations, must support the OSCE.",claim,"{'the central role of the OSCE in our efforts to put an end to the Ukrainian crisis and the other priority challenges on which we, member States of the Security Council and the United Nations, must support the OSCE.': ['claim', 213]}"
"The Ukrainian crisis is one of the gravest and most dangerous violations not only of the founding principles of the OSCE, established in Helsinki more than 40 years ago, but also of the principles of the Charter of the United Nations.",claim,"{'The Ukrainian crisis is one of the gravest and most dangerous violations not only of the founding principles of the OSCE, established in Helsinki more than 40 years ago, but also of the principles of the Charter of the United Nations.': ['claim', 234]}"
The OSCE has been able to respond appropriately to avoid the escalation of the conflict.,claim,"{'The OSCE has been able to respond appropriately to avoid the escalation of the conflict.': ['claim', 88]}"
"It has acted responsibly by rapidly deploying a Special Monitoring Mission and by assuming thereafter a central role in supporting the implementation of the Minsk agreements, which remain the only possible path to a peaceful resolution to the conflict.",premise,"{'It has acted responsibly by rapidly deploying a Special Monitoring Mission and by assuming thereafter a central role in supporting the implementation of the Minsk agreements, which remain the only possible path to a peaceful resolution to the conflict.': ['premise', 252]}"
"France is determined, in collaboration with Germany, to pursue its mediation efforts using the Normandy format.",claim,"{'France is determined, in collaboration with Germany, to pursue its mediation efforts using the Normandy format.': ['claim', 111]}"
Each result obtained in this format and implemented on the ground counts.,claim,"{'Each result obtained in this format and implemented on the ground counts.': ['claim', 73]}"
We saw evidence of that in December with the exchange of prisoners between the Ukrainian State and the separatists.,premise,"{'We saw evidence of that in December with the exchange of prisoners between the Ukrainian State and the separatists.': ['premise', 115]}"
Only progress in this format will support the implementation of the Minsk agreements by the parties.,premise,"{'Only progress in this format will support the implementation of the Minsk agreements by the parties.': ['premise', 100]}"
We count on the Council to fully support their efforts to that end as soon as possible.,claim,"{'We count on the Council to fully support their efforts to that end as soon as possible.': ['claim', 87]}"
"We remain more convinced than ever that the OSCE, through its Special Monitoring Mission to Ukraine, has a vital role to play in ensuring the implementation of political decisions on the ground.",claim,"{'We remain more convinced than ever that the OSCE, through its Special Monitoring Mission to Ukraine, has a vital role to play in ensuring the implementation of political decisions on the ground.': ['claim', 194]}"
"In that connection, the Special Monitoring Mission must be able to fully exercise its mandate without hindrance.",premise,"{'the Special Monitoring Mission must be able to fully exercise its mandate without hindrance.': ['premise', 92]}"
"We once again call for its staff to be granted freedom of movement and condemn in the strongest terms any violation of that principle, whether in the form of intimidation, threats or denial of access to certain areas.",claim,"{'We once again call for its staff to be granted freedom of movement and condemn in the strongest terms any violation of that principle, whether in the form of intimidation, threats or denial of access to certain areas.': ['claim', 217]}"
"The OSCE's participation in the holding of future local elections in Donbas will also be necessary, although the modalities have yet to be determined.",claim,"{""The OSCE's participation in the holding of future local elections in Donbas will also be necessary, although the modalities have yet to be determined."": ['claim', 150]}"
"Finally, our general goal remains the restoration of Ukraine's control over all its territory within the internationally recognized borders.",premise,"{""our general goal remains the restoration of Ukraine's control over all its territory within the internationally recognized borders."": ['premise', 131]}"
"I recall, in that regard, that France strongly condemns and does not recognize the illegal annexation of Crimea and Sevastopol.",claim,"{'France strongly condemns and does not recognize the illegal annexation of Crimea and Sevastopol.': ['claim', 96]}"
My second point relates generally to the role of the OSCE in the promotion of peace and security in Europe.,none,{}
"Given the diversity of the threats we face, we encourage the OSCE's 57 members to abandon their political postures and to embrace instead the spirit of Helsinki, which made it possible, over 40 years ago, to reach a common vision of security in Europe.In that context, we believe that the work of the OSCE now needs to focus on the following issues.",premise,"{""we encourage the OSCE's 57 members to abandon their political postures and to embrace instead the spirit of Helsinki"": ['premise', 116]}"
The first is the resolution of regional conflicts.,claim,"{'The first is the resolution of regional conflicts.': ['claim', 50]}"
"Moving past the Ukrainian case, we cannot be satisfied with the persistence of stagnant conflicts on the European continent, be it in Nagorno Karabakh, Transnistria or the separatist territories of Georgia.",premise,"{'Moving past the Ukrainian case, we cannot be satisfied with the persistence of stagnant conflicts on the European continent, be it in Nagorno Karabakh, Transnistria or the separatist territories of Georgia.': ['premise', 206]}"
"We are convinced that the role of the OSCE is central in all such cases, both in connection with and within the framework of the established mediation formats, in order to promote dialogue and restore confidence which, as Minister Alfano and Deputy Minister Seder have stressed, are the key to resolving the conflicts.",claim,"{'We are convinced that the role of the OSCE is central in all such cases, both in connection with and within the framework of the established mediation formats, in order to promote dialogue and restore confidence which, as Minister Alfano and Deputy Minister Seder have stressed, are the key to resolving the conflicts.': ['claim', 318]}"
"Secondly, we must preserve the instruments oftrust and military transparency on the European continent.",claim,"{'we must preserve the instruments oftrust and military transparency on the European continent.': ['claim', 93]}"
The arms control treaties and confidence-building measures developed in the OSCE's political-military dimension are unique and constitute pillars of the European security architecture.,premise,"{""The arms control treaties and confidence-building measures developed in the OSCE's political-military dimension are unique and constitute pillars of the European security architecture."": ['premise', 184]}"
"It is essential to preserve their implementation and relevance, including by adapting them to modern realities.",claim,"{'It is essential to preserve their implementation and relevance, including by adapting them to modern realities.': ['claim', 111]}"
We are in favour of continuing discussions within the framework of the OSCE Structured Dialogue.,claim,"{'We are in favour of continuing discussions within the framework of the OSCE Structured Dialogue.': ['claim', 96]}"
"Thirdly, the preservation of the human dimension must remain central to the work of the OSCE, in line with the wishes of the Italian chairpersonship.",claim,"{'the preservation of the human dimension must remain central to the work of the OSCE, in line with the wishes of the Italian chairpersonship.': ['claim', 140]}"
This human dimension is central to the functioning and the identity of the OSCE.,premise,"{'This human dimension is central to the functioning and the identity of the OSCE.': ['premise', 80]}"
It is also key to finding long- term solutions to crises.,premise,"{'It is also key to finding long- term solutions to crises.': ['premise', 57]}"
To reject or marginalize that dimension can only undermine the prospects for peace and security in Europe.,claim,"{'To reject or marginalize that dimension can only undermine the prospects for peace and security in Europe.': ['claim', 106]}"
"Like the Italian chairpersonship, we seek to promote the universality and indivisibility of all fundamental rights.",claim,"{'we seek to promote the universality and indivisibility of all fundamental rights.': ['claim', 81]}"
"Finally, the OSCE must develop its operational role in response to certain emerging regional challenges.",claim,"{'the OSCE must develop its operational role in response to certain emerging regional challenges.': ['claim', 95]}"
"That applies, in particular, to combating human trafficking, preventing radicalization and addressing the impact of climate change on security.",premise,"{'That applies, in particular, to combating human trafficking, preventing radicalization and addressing the impact of climate change on security.': ['premise', 143]}"
Doing so is important for each of these key challenges to security in Europe.,premise,"{'Doing so is important for each of these key challenges to security in Europe.': ['premise', 77]}"
The OSCE must develop concrete responses that are not merely public statements of position.,claim,"{'The OSCE must develop concrete responses that are not merely public statements of position.': ['claim', 91]}"
I will conclude by recalling the strong convergences that exist between the actions of the OSCE and those of the United Nations.,premise,"{'I will conclude by recalling the strong convergences that exist between the actions of the OSCE and those of the United Nations.': ['premise', 128]}"
"Those two organizations share a common approach that combines security, development and human rights.",premise,"{'Those two organizations share a common approach that combines security, development and human rights.': ['premise', 101]}"
"It is our duty, in the Council, to continue to support the efforts of the OSCE in all crises in which it is called upon to act.",claim,"{'It is our duty, in the Council, to continue to support the efforts of the OSCE in all crises in which it is called upon to act.': ['claim', 127]}"
Ms. Tachco (United States of America): I thank Foreign Minister Alfano for his briefing on the activities of the Organization for Security and Cooperation in Europe (OSCE) and for his leadership of the organization.,none,{}
"The United States greatly appreciates the OSCE's efforts in promoting security, stability and good governance in the region and throughout the world.",claim,"{""The United States greatly appreciates the OSCE's efforts in promoting security, stability and good governance in the region and throughout the world."": ['claim', 149]}"
We offer our full support to the organization and to Italy in its chairship.,none,{}
The OSCE has been critical to developing a robust European and Eurasian security architecture.,none,{}
"The United States greatly appreciates the contributions it has made over more than 40 years in helping to underpin stability, security and prosperity throughout the region.",claim,"{'The United States greatly appreciates the contributions it has made over more than 40 years in helping to underpin stability, security and prosperity throughout the region.': ['claim', 172]}"
"As an OSCE participating State, the United States supports its partners and reaffirms its own commitment to that crucial effort.",claim,"{'As an OSCE participating State': ['premise', 30], 'the United States supports its partners and reaffirms its own commitment to that crucial effort.': ['claim', 96]}"
"In order to strengthen the OSCE's utility and preserve its function as a primary forum for an open dialogue on core European security concerns, we strongly support the continuation of its structured dialogue on current and future challenges and risks.",premise,"{""In order to strengthen the OSCE's utility and preserve its function as a primary forum for an open dialogue on core European security concerns"": ['premise', 142], 'we strongly support the continuation of its structured dialogue on current and future challenges and risks.': ['claim', 107]}"
"That initiative has opened up productive and frank deliberations among participating States, fostering mutual understanding and cooperation in addressing the leading challenges of our day.",premise,"{'That initiative has opened up productive and frank deliberations among participating States, fostering mutual understanding and cooperation in addressing the leading challenges of our day.': ['premise', 188]}"
"One of the greatest security and humanitarian challenges the OSCE is facing today is the continuing crisis in eastern Ukraine, where Russian acts of aggression have claimed more than 10,000 lives.",claim,"{'One of the greatest security and humanitarian challenges the OSCE is facing today is the continuing crisis in eastern Ukraine, where Russian acts of aggression have claimed more than 10,000 lives.': ['claim', 196]}"
"Russia and the forces it arms, trains, leads and fights alongside have perpetuated the conflict for too long.",premise,"{'Russia and the forces it arms, trains, leads and fights alongside have perpetuated the conflict for too long.': ['premise', 109]}"
The United States commends the OSCE's efforts to resolve the conflict in eastern Ukraine.,claim,"{""The United States commends the OSCE's efforts to resolve the conflict in eastern Ukraine."": ['claim', 89]}"
"We recognize in particular the essential role of the OSCE Special Monitoring Mission to Ukraine, which remains the international community's best source of impartial information on the significant toll that the conflict in eastern Ukraine has taken on the country's people, land and infrastructure.",premise,"{""We recognize in particular the essential role of the OSCE Special Monitoring Mission to Ukraine, which remains the international community's best source of impartial information on the significant toll that the conflict in eastern Ukraine has taken on the country's people, land and infrastructure."": ['premise', 298]}"
"The fact that Russia, a member of the OSCE, continues to drive the conflict is a terrible irony.",claim,"{'The fact that Russia, a member of the OSCE, continues to drive the conflict is a terrible irony.': ['claim', 96]}"
The OSCE's role in facilitating humanitarian work has been critical to alleviating the suffering caused by four years of aggression.,claim,"{""The OSCE's role in facilitating humanitarian work has been critical to alleviating the suffering caused by four years of aggression."": ['claim', 132]}"
We applaud the courage and dedication of the Monitoring Mission's unarmed monitors and strongly support efforts to ensure their safety in carrying out their critical mission.,claim,"{""We applaud the courage and dedication of the Monitoring Mission's unarmed monitors and strongly support efforts to ensure their safety in carrying out their critical mission."": ['claim', 174]}"
The United States continues to support the Minsk agreements and their full implementation as the best path to restoring Ukraine's territorial integrity and alleviating the suffering in the Donbas region.,claim,"{""The United States continues to support the Minsk agreements and their full implementation as the best path to restoring Ukraine's territorial integrity and alleviating the suffering in the Donbas region."": ['claim', 203]}"
"While both sides must implement their Minsk commitments, Russia can single-handedly bring peace and end the conflict by withdrawing its forces.",claim,"{'While both sides must implement their Minsk commitments, Russia can single-handedly bring peace and end the conflict by withdrawing its forces.': ['claim', 143]}"
"We also call for an end to Russia's occupation of Crimea, which has contributed to needless violence, displacement and death for too long.",premise,"{""We also call for an end to Russia's occupation of Crimea"": ['claim', 56], 'which has contributed to needless violence, displacement and death for too long.': ['premise', 80]}"
"Beyond Ukraine, the United States welcomes and supports the OSCE's continuing efforts to resolve the conflicts in Nagorno Karabakh, Georgia and Transnistria.",claim,"{""Beyond Ukraine, the United States welcomes and supports the OSCE's continuing efforts to resolve the conflicts in Nagorno Karabakh, Georgia and Transnistria."": ['claim', 157]}"
"It must remain focused on those protracted conflicts in order to underscore the fact that frozen and status-quo conflicts are completely antithetical to the peace, stability and security priorities of the OSCE and the international community.",claim,"{'It must remain focused on those protracted conflicts in order to underscore the fact that frozen and status-quo conflicts are completely antithetical to the peace, stability and security priorities of the OSCE and the international community.': ['claim', 242]}"
"The OSCE's crucial role in strengthening security and stability, addressing the humanitarian needs of conflict-afflicted populations and promoting good governance in its region cannot be overstated.",claim,"{""The OSCE's crucial role in strengthening security and stability, addressing the humanitarian needs of conflict-afflicted populations and promoting good governance in its region cannot be overstated."": ['claim', 198]}"
The United States fully supports the OSCE's comprehensive approach to addressing critical security challenges.,claim,"{""The United States fully supports the OSCE's comprehensive approach to addressing critical security challenges."": ['claim', 110]}"
We also unequivocally affirm its importance as a partner to the United Nations and in particular to the Security Council in protecting and promoting peace and prosperity.,claim,"{'We also unequivocally affirm its importance as a partner to the United Nations and in particular to the Security Council in protecting and promoting peace and prosperity.': ['claim', 170]}"
Mr. Allen (United Kingdom): I thank Foreign Minister Alfano for his briefing.,none,{}
"The United Kingdom fully supports the Organization for Security and Cooperation in Europe (OSCE) and its efforts to achieve stability, peace and democracy for the people of Europe, including through dialogue.",claim,"{'The United Kingdom fully supports the Organization for Security and Cooperation in Europe (OSCE) and its efforts to achieve stability, peace and democracy for the people of Europe, including through dialogue.': ['claim', 208]}"
"Like the United Nations, the OSCE is a pillar of the international rules- based system, and respect for its fundamental principles  must be restored.",claim,"{'the OSCE is a pillar of the international rules- based system, and respect for its fundamental principles  must be restored.': ['claim', 124]}"
Nowhere in Europe is that more important than in Ukraine.,claim,"{'Nowhere in Europe is that more important than in Ukraine.': ['claim', 57]}"
"I would like reaffirm the United Kingdom's full support for Ukraine's independence, sovereignty and territorial integrity, including in Crimea.",claim,"{""I would like reaffirm the United Kingdom's full support for Ukraine's independence, sovereignty and territorial integrity, including in Crimea."": ['claim', 143]}"
Those are words with which we open so many Security Council resolutions.,none,{}
They are fundamental to all States Members of the United Nations.,none,{}
"Yet last month, we marked the fourth anniversary of Russia's illegal annexation of Crimea.",none,{}
"That act, by a permanent member of the Council, showed complete disregard for the Charter of the United Nations and trampled on international law.",none,{}
"In addition to annexing Crimea, Russia has destabilized eastern Ukraine and continues to fuel the conflict, at enormous human and material cost to the Ukrainian people.",claim,"{'In addition to annexing Crimea, Russia has destabilized eastern Ukraine and continues to fuel the conflict, at enormous human and material cost to the Ukrainian people.': ['claim', 168]}"
"As always, it is the civilians who suffer most.",claim,"{'As always, it is the civilians who suffer most.': ['claim', 47]}"
"Since the conflict began, more than 10,300 people have lost their lives, almost 25,000 have been injured and 3.4 million are in need of humanitarian assistance, particularly along the line of contact.",premise,"{'Since the conflict began, more than 10,300 people have lost their lives, almost 25,000 have been injured and 3.4 million are in need of humanitarian assistance, particularly along the line of contact.': ['premise', 200]}"
"We have seen reports that more than 1,000 Russian military personnel and mercenaries have lost their lives, so the Russian people are also mourning their children.",premise,"{'We have seen reports that more than 1,000 Russian military personnel and mercenaries have lost their lives, so the Russian people are also mourning their children.': ['premise', 163]}"
"Only by means of a truly sustainable ceasefire and genuine political will, through the implementation of the Minsk agreements, can the conflict be brought to an end.",premise,"{'Only by means of a truly sustainable ceasefire and genuine political will, through the implementation of the Minsk agreements': ['premise', 125], 'can the conflict be brought to an end.': ['claim', 38]}"
We welcome the most recent recommitment to the ceasefire by the Trilateral Contact Group.,claim,"{'We welcome the most recent recommitment to the ceasefire by the Trilateral Contact Group.': ['claim', 89]}"
"However, past ceasefires have been broken and have not resulted in sustained improvements to the security situation.",premise,"{'However, past ceasefires have been broken and have not resulted in sustained improvements to the security situation.': ['premise', 116]}"
"While the conflict continues, the OSCE Special Monitoring Mission to Ukraine, ably directed by Chief Monitor Apakan, must be permitted to carry out its mandate in full and granted complete, safe and unhindered access to all Ukraine, including Crimea and the parts of the border with Russia that are not under Ukraine's control.",claim,"{""While the conflict continues, the OSCE Special Monitoring Mission to Ukraine, ably directed by Chief Monitor Apakan, must be permitted to carry out its mandate in full and granted complete, safe and unhindered access to all Ukraine, including Crimea and the parts of the border with Russia that are not under Ukraine's control."": ['claim', 327]}"
"The increasingly aggressive behaviour and threats that we seeing directed at the OSCE monitors are deeply worrying, and we have not forgotten the sacrifice of paramedic Joseph Stone on 23 April last year.",premise,"{'The increasingly aggressive behaviour and threats that we seeing directed at the OSCE monitors are deeply worrying, and we have not forgotten the sacrifice of paramedic Joseph Stone on 23 April last year.': ['premise', 204]}"
"If, as Russia claims, it truly cares about the people of the Donbas region, it should end the fighting that it started, withdraw its military personnel and weapons and cease its support for the separatists.",claim,"{'If, as Russia claims, it truly cares about the people of the Donbas region, it should end the fighting that it started, withdraw its military personnel and weapons and cease its support for the separatists.': ['claim', 206]}"
Russia should also show a genuine political will to end the conflict and abide by the Minsk agreements that it signed.,claim,"{'Russia should also show a genuine political will to end the conflict and abide by the Minsk agreements that it signed': ['claim', 117]}"
"Until those steps are taken, we will work with our European Union partners to ensure that sanctions remain fully in place.",none,{}
We must retain the Council's focus on Ukraine.,claim,"{""We must retain the Council's focus on Ukraine."": ['claim', 46]}"
"Next Thursday, the United Kingdom will co-host an Arria Formula meeting to discuss this blatant violation of international law and the Charter of the United Nations.",none,{}
"The chaos, violence and ongoing loss of life resulting from Russia's military operations clearly merit the Council's time.",premise,"{""The chaos, violence and ongoing loss of life resulting from Russia's military operations clearly merit the Council's time."": ['premise', 122]}"
We must be ready to remain seized of the issue.,claim,"{'We must be ready to remain seized of the issue.': ['claim', 47]}"
"We welcome and support Italy's intention to prioritize tackling modern slavery and addressing the challenges associated with migration, including corruption and trafficking.",claim,"{""We welcome and support Italy's intention to prioritize tackling modern slavery and addressing the challenges associated with migration, including corruption and trafficking."": ['claim', 173]}"
"In addition, we support Italy's focus on the implementation of the OSCE Action Plan for the Promotion of Gender Equality and on protracted conflicts, which continue to undermine security in the OSCE region.",claim,"{""we support Italy's focus on the implementation of the OSCE Action Plan for the Promotion of Gender Equality and on protracted conflicts, which continue to undermine security in the OSCE region."": ['claim', 193]}"
Those are areas where the OSCE's cross-dimensional approach can add real value.,premise,"{""Those are areas where the OSCE's cross-dimensional approach can add real value."": ['premise', 79]}"
"We are keen to work with Italy to ensure that OSCE activities complement, rather than duplicate, the work of United Nations agencies and other organizations.",none,{}
"The OSCE's autonomous institutions and network of field operations can and do make a significant contribution to the promotion of security, stability, democracy and the rule of law across the region.",none,{}
"However, it is able to do so only when Member States stand up for the principles that guide it.",none,{}
"It is the task of all of us on the Security Council to stand up for those who suffer acts of aggression from larger neighbours, for the Charter of the United Nations and for international law.",none,{}
"Mr. Nebenzia (Russian Federation) (spoke in Russian): We are grateful to Mr. Angelino Alfano, Chairperson-in-Office of the Organization for Security and Cooperation in Europe (OSCE) and Minister for Foreign Affairs of Italy, for his substantive briefing on the work of the OSCE and the issues on its agenda.",none,{}
"We have always proceeded from the assumption that the work of the OSCE is particularly important to the European continent, and we have always supported strengthening European institutions and agreements on treaty and legal regimes in our shared security area.",claim,"{'We have always proceeded from the assumption that the work of the OSCE is particularly important to the European continent': ['claim', 122], 'we have always supported strengthening European institutions and agreements on treaty and legal regimes in our shared security area.': ['claim', 132]}"
Russia is firmly committed to the Helsinki principles for relations between States and to political obligations undertaken in that regard.,claim,"{'Russia is firmly committed to the Helsinki principles for relations between States and to political obligations undertaken in that regard.': ['claim', 138]}"
"Unfortunately, our calls for reasonable dialogue and practical implementation of the principles of equal and indivisible security in the West have so far gone unheeded.",claim,"{'our calls for reasonable dialogue and practical implementation of the principles of equal and indivisible security in the West have so far gone unheeded.': ['claim', 153]}"
"Some of our partners continue to prefer to see things in terms of the Cold War, portraying Russia as a threat to peace and security and forming closed clubs in which some countries' security can come only at others' expense.",premise,"{""Some of our partners continue to prefer to see things in terms of the Cold War, portraying Russia as a threat to peace and security and forming closed clubs in which some countries' security can come only at others' expense."": ['premise', 224]}"
"The result of all that has been that today the Euro-Atlantic architecture, of which the Charter of the United Nations and the Helsinki Final Act remain the cornerstones, is being severely tested.",premise,"{'The result of all that has been that today the Euro-Atlantic architecture, of which the Charter of the United Nations and the Helsinki Final Act remain the cornerstones, is being severely tested.': ['premise', 195]}"
"In these complex realities, it is more important than ever to strengthen multilateral cooperation, including through international organizations.",claim,"{'it is more important than ever to strengthen multilateral cooperation, including through international organizations.': ['claim', 117]}"
"That cooperation should be regular and multifaceted, and should cover every aspect of security.",claim,"{'That cooperation should be regular and multifaceted, and should cover every aspect of security.': ['claim', 95]}"
It is the OSCE's job to help to realize the purposes and principles of the United Nations in the context of its mandate and the area within its purview.,claim,"{""It is the OSCE's job to help to realize the purposes and principles of the United Nations in the context of its mandate and the area within its purview."": ['claim', 152]}"
"We are ready to cooperate constructively with the Italian chairship of the OSCE and we share its desire to strengthen multilateralism for peace, security, stability and cooperation among the States of the region.",claim,"{'we share its desire to strengthen multilateralism for peace, security, stability and cooperation among the States of the region.': ['claim', 128]}"
"We have great expectations for the increased cooperation between the OSCE and the United Nations, especially considering what has already been achieved so far.",claim,"{'We have great expectations for the increased cooperation between the OSCE and the United Nations': ['claim', 96], 'especially considering what has already been achieved so far.': ['premise', 61]}"
"We have especially noted the intensive collaboration between the OSCE secretariat's Transnational Threats Department and the United Nations Office on Drugs and Crime in combating the illegal trade in drugs and small arms, terrorism, organized crime, corruption and money- laundering, as well as in countering human trafficking and illegal migration.",premise,"{""We have especially noted the intensive collaboration between the OSCE secretariat's Transnational Threats Department and the United Nations Office on Drugs and Crime in combating the illegal trade in drugs and small arms, terrorism, organized crime, corruption and money- laundering, as well as in countering human trafficking and illegal migration."": ['premise', 349]}"
"An important area of cooperation between the two organizations is the implementation of the Security Council's anti-terrorism resolutions, as well as in fighting the ideology of terrorism, as is provided for in resolution 2354 (2017).",claim,"{""An important area of cooperation between the two organizations is the implementation of the Security Council's anti-terrorism resolutions, as well as in fighting the ideology of terrorism, as is provided for in resolution 2354 (2017)."": ['claim', 234]}"
"In the area of international security information, the OSCE complements the global United Nations efforts to develop confidence-building measures through the use of information and communications technologies.",claim,"{'In the area of international security information, the OSCE complements the global United Nations efforts to develop confidence-building measures through the use of information and communications technologies.': ['claim', 209]}"
We urge it to join efforts to develop and implement additional concrete confidence-building measures in the interests of providing cybersecurity.,claim,"{'We urge it to join efforts to develop and implement additional concrete confidence-building measures in the interests of providing cybersecurity.': ['claim', 145]}"
Those platforms should not be used for unfounded accusations in that regard.,claim,"{'Those platforms should not be used for unfounded accusations in that regard.': ['claim', 76]}"
"We value cooperation between the United Nations and the OSCE on the ground, as has occurred through its Mission in Kosovo, as well as their collaboration in the Geneva talks on Transcaucasia aimed at establishing a direct dialogue between Georgia, Abkhazia and South Ossetia.",premise,"{'We value cooperation between the United Nations and the OSCE on the ground': ['claim', 74], 'as has occurred through its Mission in Kosovo, as well as their collaboration in the Geneva talks on Transcaucasia aimed at establishing a direct dialogue between Georgia, Abkhazia and South Ossetia.': ['premise', 199]}"
"We support the Italian chairship's priority of continuing the OSCE's efforts to assist in settling regional conflicts, and we are willing to cooperate with settlements for Transnistria and Nagorno Karabakh.",none,{}
We did not plan to talk specifically today about the situation in Ukraine outside the context of the OSCE's activity.,none,{}
"Ultimately, it is far from the only issue it is dealing with.",none,{}
"However, the statements by a number of representatives have compelled us to bring it up.",none,{}
"In order to understand the reason for the deteriorating situation in Ukraine, we have to go back practically to the very beginning and recall how the problems in Ukraine first started.",claim,"{'In order to understand the reason for the deteriorating situation in Ukraine, we have to go back practically to the very beginning and recall how the problems in Ukraine first started.': ['claim', 184]}"
"Our assessments of the origin and current situation of what I emphasize is an internal Ukrainian crisis do not coincide, to put it mildly.",claim,"{'Our assessments of the origin and current situation of what I emphasize is an internal Ukrainian crisis do not coincide, to put it mildly.': ['claim', 138]}"
"Four years ago, with the direct involvement of the West, there was a coup d'etat in Ukraine.",premise,"{""Four years ago, with the direct involvement of the West, there was a coup d'etat in Ukraine."": ['premise', 92]}"
"Those who came to power decided to rid Ukraine of everything Russian and the Russian language that was native to millions of the country's citizens, and to tie them to a paradigm of development to which they never consented and could not accept.",premise,"{""Those who came to power decided to rid Ukraine of everything Russian and the Russian language that was native to millions of the country's citizens, and to tie them to a paradigm of development to which they never consented and could not accept."": ['premise', 245]}"
There was absolutely no desire for reconciliation with the new authorities in Crimea or eastern Ukraine.,premise,"{'There was absolutely no desire for reconciliation with the new authorities in Crimea or eastern Ukraine.': ['premise', 104]}"
Crimeans freely chose unification with Russia.,premise,"{'Crimeans freely chose unification with Russia.': ['premise', 46]}"
In Donbas they were attacked with bullets and shells.,premise,"{'In Donbas they were attacked with bullets and shells.': ['premise', 53]}"
"For the whole of those four years, Kyiv has not only been at war with its own citizens, it has persistently cultivated hatred for Russia in society and has permitted an orgy of nationalism and xenophobia, with the full connivance of our Western partners.",premise,"{'For the whole of those four years, Kyiv has not only been at war with its own citizens, it has persistently cultivated hatred for Russia in society and has permitted an orgy of nationalism and xenophobia, with the full connivance of our Western partners.': ['premise', 254]}"
"Without Kyiv's acknowledgement of the depravity of those policies, it is unlikely that anything will change for the better.",premise,"{""Without Kyiv's acknowledgement of the depravity of those policies, it is unlikely that anything will change for the better."": ['premise', 123]}"
"The key to resolving the problems in Ukraine lies in the hands of the Ukrainians themselves, and only the Ukrainians.",claim,"{'The key to resolving the problems in Ukraine lies in the hands of the Ukrainians themselves, and only the Ukrainians.': ['claim', 117]}"
"But Kyiv chose a convenient formula, dumping the blame for all of its problems and its unwillingness to engage in a dialogue with its own citizens on the infamous Russian aggression, which no one has been able to present evidence of.",premise,"{'But Kyiv chose a convenient formula, dumping the blame for all of its problems and its unwillingness to engage in a dialogue with its own citizens on the infamous Russian aggression, which no one has been able to present evidence of.': ['premise', 233]}"
And of course the Western curators are hardly burning with a desire to put Kyiv on a constructive path.,claim,"{'And of course the Western curators are hardly burning with a desire to put Kyiv on a constructive path.': ['claim', 103]}"
Resolution 2202 (2015) enshrined the Minsk agreements as the basis for settling the situation in Ukraine.,premise,"{'Resolution 2202 (2015) enshrined the Minsk agreements as the basis for settling the situation in Ukraine.': ['premise', 105]}"
"However, right from the beginning, Kyiv worked to sabotage the process and rewrite the agreements' intentions, while the recently passed law on the so-called reintegration of Donbas has officially buried the Minsk package of measures.",claim,"{""However, right from the beginning, Kyiv worked to sabotage the process and rewrite the agreements' intentions, while the recently passed law on the so-called reintegration of Donbas has officially buried the Minsk package of measures."": ['claim', 234]}"
"We can cite numerous other examples of the provocative actions of the Ukrainian authorities, such as their discriminatory language policy, the indulging of neo-Nazist movements, the countless violation of laws by its own citizens and the fomenting of hatred against Russia.",premise,"{'We can cite numerous other examples of the provocative actions of the Ukrainian authorities, such as their discriminatory language policy, the indulging of neo-Nazist movements, the countless violation of laws by its own citizens and the fomenting of hatred against Russia.': ['premise', 273]}"
They turn a blind eye to the scandalous vandalism of Russian cultural centres; seizing Russian businesses has virtually become official policy; and they have created an atmosphere of totalitarian suppression of all opposition voices.,premise,"{'They turn a blind eye to the scandalous vandalism of Russian cultural centres': ['premise', 77], 'seizing Russian businesses has virtually become official policy': ['premise', 63], 'and they have created an atmosphere of totalitarian suppression of all opposition voices.': ['premise', 89]}"
"Opposition journalists are being murdered, and I could continue this list.",premise,"{'Opposition journalists are being murdered, and I could continue this list.': ['premise', 74]}"
But the West prefers not to notice.,claim,"{'But the West prefers not to notice.': ['claim', 35]}"
The Kyiv authorities have been indulged by their sponsors and given carte blanche to say and do whatever they feel like.,claim,"{'The Kyiv authorities have been indulged by their sponsors and given carte blanche to say and do whatever they feel like.': ['claim', 120]}"
