text,label
if my daughter or yours looks to somebody like theyre not a citizen i dont want  i dont want to empower somebody like that,Premise
we can fix this system in a comprehensive way,Claim
when governor romney says the challenge is well obama didnt try,Premise
thats not true,Claim
i have sat down with democrats and republicans at the beginning of my term,Claim
i said lets fix this system,Premise
including senators previously who had supported it on the republican side,Premise
its very hard for republicans in congress to support comprehensive immigration reform,Claim
if their standard bearer has said that this is not something im interested in supporting,Claim
i did not say that the arizona law was a model for the nation in that aspect,Premise
i said that the everify portion of the arizona law,Claim
which is the portion of the law which says that employers could be able to determine whether someone is here illegally or not illegally,Premise
that was a model for the nation,Claim
i asked the president a question i think hispanics and immigrants all over the nation have asked,Claim
four years ago you said in your first year you would file legislation,Premise
in his first year i was just getting  licking my wounds from having been beaten by john mccain all right,Premise
i was not the standard bearer,Claim
my view is that this president should have honored his promise to do as he said,Claim
selfdeportation says let people make their own choice,Claim
were not going to round up 12 million people undocumented illegals and take them out of the nation,Premise
if they find that  that they cant get the benefits here that they want and they cant  and they cant find the job they want,Premise
then theyll make a decision to go a place where  where they have better opportunities,Premise
im not in favor of rounding up people and  and  and taking them out of this country,Premise
i am in favor as the president has said and i agree with him which is that if people have committed crimes we got to get them out of this country,Claim
any investments i have over the last eight years have been managed by a blind trust,Claim
i understand they do include investments outside the united states including in  in chinese companies,Premise
mr president have you looked at your pension,Premise
have you looked at your pension,Premise
mr president have you looked at your pension,Premise
i dont look at my pension,Claim
its not as big as yours so it doesnt take as long,Claim
i dont check it that often,Premise
look at your pension,Claim
you also have investments in chinese companies,Claim
you also have investments outside the united states,Claim
you also have investments through a caymans trust,Claim
i thought we were talking about immigration,Claim
i do want to make sure that we just understand something,Claim
governor romney says he wasnt referring to arizona as a model for the nation,Premise
his top adviser on immigration is the guy who designed the arizona law,Premise
thats his policy,Claim
its a bad policy,Claim
it wont help us grow,Claim
when we think about immigration we have to understand there are folks all around the world who still see america as the land of promise,Claim
they provide us energy and they provide us innovation and they start companies like intel and google,Claim
we want to encourage that,Premise
weve got to make sure that we do it in a smart way and a comprehensive way,Claim
we make the legal system better,Premise
this used to be a bipartisan issue,Claim
not everify the whole thing,Premise
beef up our security and procedures,Claim
not just in libya,Premise
every embassy and consulate in the region,Claim
investigate exactly what happened regardless of where the facts lead us to make sure folks are held accountable and it doesnt happen again,Claim
we are going to find out who did this,Claim
were going to hunt them down,Claim
when folks mess with americans we go after them,Premise
first of all talk about our diplomats,Premise
they serve all around the world and do an incredible job in a very dangerous situation,Premise
these arent just representatives of the united states,Premise
they are my representatives,Claim
i know these folks and i know their families,Premise
i send them there oftentimes into harms way,Premise
nobody is more concerned about their safety and security than i am,Claim
as soon as we found out that the benghazi consulate was being overrun i was on the phone with my national security team,Premise
i gave them three instructions,Premise
i am ultimately responsible for whats taking place there,Claim
these are my folks,Premise
im the one who has to greet those coffins when they come home,Premise
thats not how a commander in chief operates,Claim
you dont turn national security into a political issue,Claim
certainly not right when its happening,Claim
governor romney had a very different response,Premise
we were still dealing with our diplomats being threatened,Premise
governor romney put out a press release trying to make political points,Premise
i did,Claim
we have,Claim
not everybody agrees with some of the decisions ive made,Premise
when it comes to our national security i mean what i say,Premise
i said id end the war in libya  in  in iraq,Premise
i said that wed go after alqaeda and bin laden,Premise
i said wed transition out of afghanistan and start making sure that afghans are responsible for their own security,Premise
thats what im doing,Claim
when it comes to this issue when i say that we are going to find out exactly what happened everybody will be held accountable,Claim
i think the president just said correctly that the buck does stop at his desk,Claim
he takes responsibility for  for that  for the failure in providing those security resources,Claim
those terrible things may well happen from time to time,Premise
these actions taken by a president and a leader have symbolic significance and perhaps even material significance in that youd hope that during that time we could call in the people who were actually eyewitnesses,Claim
there were other issues associated with this  with this tragedy,Claim
there were many days that passed before we knew whether this was a spontaneous demonstration,Claim
or actually whether it was a terrorist attack,Claim
it was very clear this was not a demonstration,Premise
this was an attack by terrorists,Claim
the presidents policies throughout the middle east began with an apology tour and  and  and pursue a strategy of leading from behind,Claim
this strategy is unraveling before our very eyes,Claim
today theres a memorial service for one of those that was lost in this tragedy,Premise
it was a terrorist attack,Claim
there was no demonstration involved,Premise
it took a long time for that to be told to the american people,Claim
we have four americans killed there when apparently we didnt know what happened,Premise
the day following the assassination of the united states ambassador the first time thats happened since 1979,Premise
the president the day after that happened flies to las vegas for a political fundraiser then the next day to colorado for another event other political event,Premise
this calls into question the presidents whole policy in the middle east,Claim
whats happening in syria in egypt now in libya,Premise
the distance between ourselves,Premise
israel the president said that  that he was going to put daylight between us and israel,Premise
we have iran four years closer to a nuclear bomb,Claim
syrias not just a tragedy of 30000 civilians being killed by a military,Premise
strategically significant player for america,Claim
secretary clinton has done an extraordinary job,Premise
im always responsible,Claim
she works for me,Premise
im the president,Premise
nobodys more interested in finding out exactly what happened than i do,Claim
i told the american people in the world that we are going to find out exactly what happened,Premise
this was an act of terror,Claim
were going to hunt down those who committed this crime,Claim
few days later i was there greeting the caskets coming into andrews air force base and grieving with the families,Premise
the suggestion that anybody in my team whether the secretary of state our un ambassador,Premise
anybody on my team would play politics or mislead when weve lost four of our own governor is offensive,Claim
thats not what we do,Premise
thats not what i do as president,Premise
thats not what i do as commander in chief,Premise
i want to make sure we get that for the record,Claim
it took the president 14 days before he called the attack in benghazi an act of terror,Premise
it did as well take two weeks or so for the whole idea there being a riot out there about this tape to come out,Premise
you are correct about that,Claim
the administration indicated this was a reaction to a video and was a spontaneous reaction,Claim
it took them a long time to say this was a terrorist act by a terrorist group,Claim
the ambassador of the united nations went on the sunday television shows and spoke about how this was a spontaneous,Claim
during the democratic national convention in 2008 you stated you wanted to keep ak47s out of the hands of criminals,Premise
what has your administration done or planned to do to limit the availability of assault weapons,Claim
were a nation that believes in the second amendment,Premise
i believe in the second amendment,Claim
in my home town of chicago theres an awful lot of violence,Premise
theyre not using ak47s,Premise
theyre using cheap hand guns,Claim
weve got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves,Premise
we have to enforce the laws weve already got,Claim
make sure that were keeping guns out of the hands of criminals,Claim
those who are mentally ill,Premise
weve done a much better job in terms of background checks,Premise
weve got more to do when it comes to enforcement,Claim
there were a lot of families who didnt have that good fortune and whose sons or daughters or husbands didnt survive,Claim
there have been too many instances during the course of my presidency where ive had to comfort families who have lost somebody,Premise
a couple of weeks ago actually probably about a month i saw a mother who i had met at the bedside of her son who had been shot in that theater,Premise
i also share your belief that weapons that were designed for soldiers in war theaters dont belong on our streets,Premise
im trying to do is to get a broader conversation about how do we reduce the violence generally,Claim
part of it is seeing if we can get an assault weapons ban reintroduced,Claim
part of it is also looking at other sources of the violence,Claim
what can we do to intervene to make sure that young people have opportunity,Claim
that our schools are working,Claim
that if theres violence on the streets that working with faith groups and law enforcement we can catch it before it gets out of control,Claim
part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill,Premise
part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur,Premise
im not in favor of new pieces of legislation on  on guns and taking guns away or making certain guns illegal,Claim
we of course dont want to have automatic weapons,Premise
thats already illegal in this country to have automatic weapons,Premise
i believe is we have to do as the president mentioned towards the end of his remarks there which is to make enormous efforts to enforce the gun laws that we have,Claim
to change the culture of violence that we have,Claim
i believe if we do a better job in education well  well give people the  the hope and opportunity they deserve and perhaps less violence from that,Claim
how are we going to do that,Premise
there are a number of things,Premise
he mentioned good schools,Premise
i totally agree,Claim
we need moms and dads helping to raise kids,Premise
if theres a two parent family the prospect of living in poverty goes down dramatically,Premise
the benefit of having two parents in the home,Premise
thats not always possible,Premise
a lot of great single moms single dads,Premise
tell our kids that before they have babies they ought to think about getting married to someone,Claim
thats a great idea,Premise
the opportunities that the child will  will be able to achieve increase dramatically,Claim
we can make changes in the way our culture works to help bring people away from violence and give them opportunity and bring them in the american system,Premise
the greatest failure weve had with regards to  to gun violence in some respects is what  what is known as fast and furious,Claim
was a program under this administration,Premise
how it worked exactly i think we dont know precisely where thousands of automatic and ak47 type weapons were  were given to people that ultimately gave them to  to drug lords,Premise
they used those weapons against  against their own citizens and killed americans with them,Premise
this was a program of the government,Claim
its one of the great tragedies related to violence in our society which has occurred during this administration,Premise
i think the american people would like to understand fully its been investigated to a degree,Claim
the administration has carried out executive privilege to prevent all of the information from coming out,Claim
id like to understand who it was that did this what the idea was behind it why it led to the violence thousands of guns going to mexican drug lords,Premise
in my state the progun folks and the antigun folks came together and put together a piece of legislation,Premise
its referred to as an assault weapon ban,Premise
it had at the signing of the bill both the progun and the antigun people came togethe,Claim
it provided opportunities for both that both wanted,Premise
there were hunting opportunities for instance that havent previously been available and so forth,Premise
it was a mutually agreed upon piece of legislation,Premise
thats what we need more of,Claim
what we have right now in washington is a place thats gridlocked,Claim
we havent had the leadership in washington to work on a bipartisan basis,Claim
i was able to do that in my state and bring these two together,Premise
i think that one area we agree on is the important of parents and the importance of schools,Claim
if our young people have opportunity then they are less likely to engage in these kinds of violent acts,Premise
i think governor romney was for an assault weapons ban before he was against it,Claim
the reason he changed his mind was in part because he was seeking the endorsement of the national rifle association,Premise
we have got to make sure they dont get weapons,Claim
were not going to eliminate everybody who is mentally disturbed,Premise
we can make a difference in terms ensuring that every young person in america regardless of where they come from what they look like have a chance to succeed,Premise
i think it is very important to understand that the reforms weve put in place working with 46 governors around the country are seeing schools that are some of the ones that are the toughest for kids starting to succeed,Claim
we havent had a chance to talk about education much,Premise
were starting to see gains in math and science,Premise
when it comes to community colleges we are setting up programs including with nassau community college to retrain workers,Claim
including young people who may have dropped out of school,Claim
now are getting another chance training them for the jobs that exist right now,Claim
employers are looking for skilled workers,Premise
were matching them up,Claim
giving them access to higher education,Claim
we have made sure that millions of young people are able to get an education that they werent able to get before,Claim
this will make a difference in terms of whether or not we can move this economy forward for these young people and reduce our violence,Claim
if they put their currency down low that means their prices on their goods are low,Premise
they dont play by the rules is artificially holding down the value of their currency,Claim
the place where weve seen manufacturing go has been china,Premise
china is now the largest manufacturer in the world,Claim
it used to be the united states of america,Premise
people think its more attractive in some cases to go offshore than to stay here,Claim
we have made it less attractive for enterprises to stay here than to go offshore from time to time,Premise
what i will do as president is make sure its more attractive to come to america again,Claim
a lot of good people have lost jobs,Claim
this is the way were going to create jobs in this country,Claim
its not by trickledown government saying were going to take more money from people and hire more government workers raise more taxes put in place more regulations,Premise
i want to make america the most attractive place in the world for entrepreneurs for small business for big business to invest and grow in america,Claim
were going to have to make sure that as we trade with other nations that they play by the rules,Claim
china hasnt,Premise
trickledown government has never worked here has never worked anywhere,Premise
that makes them advantageous in the marketplace,Claim
were going to make sure that people we trade with around the world play by the rules,Claim
manufacturers here in the us making the same products cant compete,Claim
china has been a currency manipulator for years and years and years,Claim
the president has a regular opportunity to label them as a currency manipulator,Premise
refuses to do so,Claim
i will label china a currency manipulator,Claim
which will allow me as president to be able to put in place if necessary tariffs where i believe that they are taking unfair advantage of our manufacturers,Claim
canadas tax rate on companies is now 15 percent,Premise
ours is 35 percent,Claim
if youre starting a business where would you rather start it,Premise
we have to be competitive if were going to create more jobs here,Claim
my priority is making sure that we get more people hired,Claim
if we have more people hired if we get back manufacturing jobs if we get back all kinds of jobs into this country then youre going to see rising incomes again,Premise
incomes are down,Claim
unemployment is so high,Premise
regulations have quadrupled,Claim
the rate of regulations quadrupled under this president,Premise
i want to make sure that regulators see their job as encouraging small business not crushing it,Claim
obamacare has been an extraordinary deterrent to enterprises of all kinds hiring people,Premise
my plan will do that,Claim
one part of it is to make sure that we keep china playing by the rules,Claim
i know what it takes to get this to happen,Premise
we need to create jobs here,Claim
exports have significantly increased under my presidency,Claim
thats going to help to create jobs here,Premise
the currency has actually gone up 11 percent since ive been president,Claim
we have pushed them hard,Premise
weve put unprecedented trade pressure on china,Premise
governor romney and i agree actually that we should lower our corporate tax rate,Premise
its too high,Claim
i want to close loopholes that allow companies to deduct expenses when they move to china,Claim
that allow them to profit offshore and not have to get taxed,Claim
all those changes in our tax code would make a difference,Premise
they have tax advantages offshore,Claim
governor romney actually wants to expand those tax breaks,Claim
one of his big ideas when it comes to corporate tax reform would be to say if you invest overseas you make profits overseas you dont have to pay us taxes,Premise
if youre a small business or a momandpop business or a big business starting up here youve got to pay even the reduced rate that governor romneys talking about,Premise
its estimated that that will create 800000 new jobs,Claim
the problem is theyll be in china,Claim
or india,Claim
or germany,Claim
thats not the way were going to create jobs here,Premise
the way were going to create jobs here is not just to change our tax code,Claim
double our exports,Claim
we are on pace to double our exports,Claim
one of the commitments i made when i was president,Premise
thats creating tens of thousands of jobs all across the country,Premise
weve kept on pushing trade deals,Claim
trade deals that make sure that american workers and american businesses are getting a good deal,Premise
governor romneys company invested in what were called pioneers of outsourcing,Claim
thats not my phrase,Premise
thats what reporters called it,Premise
we can compete with anyone in the world as long as the playing field is level,Claim
chinas been cheating over the years,Claim
holding down the value of their currency,Premise
stealing our intellectual property our designs our patents our technology,Premise
we will have to have people play on a fair basis,Claim
we have to make america the most attractive place for entrepreneurs for people who want to expand their business,Claim
thats what brings jobs in,Premise
theres even an apple store in china thats a counterfeit apple store selling counterfeit goods,Claim
they hack into our computers,Premise
there are some jobs that are not going to come back,Claim
they are low wage low skill jobs,Premise
we have to emphasize manufacturing,Claim
we have to invest in advanced manufacturing,Claim
weve got to make sure that weve got the best science and research in the world,Claim
if were adding to our deficit for tax cuts for folks who dont need them,Claim
were cutting investments in research and science that will create the next apple create the next new innovation that will sell products around the world we will lose that race,Claim
if were not training engineers to make sure that they are equipped here in this country,Premise
then companies wont come here,Premise
those investments are whats going to help to make sure that we continue to lead this world economy,Claim
not just next year,Premise
10 years from now 50 years from now 100 years from now,Claim
government does not create jobs,Claim
government does not create jobs,Claim
i believe were all children of the same god,Claim
i believe we have a responsibility to care for one another,Claim
some campaigns are focused on attacking a person rather than prescribing their own future and the things theyd like to do,Premise
i think the presidents campaign has tried to characterize me as  as someone whos very different than who i am,Claim
i care about 100 percent of the american people,Claim
i want 100 percent of the american people to have a bright and prosperous future,Premise
i care about our kids,Claim
i understand what it takes to make a bright and prosperous future for america again,Premise
i spent my life in the private sector not in government,Premise
im a guy who wants to help with the experience i have the american people,Claim
my passion probably flows from the fact that i believe in god,Premise
if i become president ill get america working again,Claim
i will get us on track to a balanced budget,Claim
the president hasnt,Premise
i will,Claim
ill make sure we can reform medicare and social security to preserve them for coming  coming generations,Claim
the president said he would,Premise
he didnt,Claim
i served as a missionary for my church,Premise
served as a pastor in my congregation for about 10 years,Premise
as governor of my state i was able to get 100 percent of my people insured all my kids about 98 percent of the adults,Claim
i was able also to get our schools ranked number one in the nation so 100 percent of our kids would have a bright opportunity for a future,Claim
i understand that i can get this country on track again,Claim
i went to the olympics when they were in trouble to try and get them on track,Premise
ive sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times,Premise
we dont have to settle for what were going through,Premise
we dont have to settle for gasoline at four bucks,Premise
we dont have to settle for unemployment at a chronically high level,Premise
we dont have to settle for 47 million people on food stamps,Premise
we dont have to settle for 50 percent of kids coming out of college not able to get work,Premise
we dont have to settle for 23 million people struggling to find a good job,Premise
ill get our incomes up,Claim
ive done these things,Premise
i served as governor and showed i could get them done,Premise
i think a lot of this campaign maybe over the last four years has been devoted to this nation that i think government creates jobs that that somehow is the answer,Claim
thats not what i believe,Premise
i believe that the free enterprise system is the greatest engine of prosperity the worlds ever known,Claim
i also believe that everybody should have a fair shot and everybody should do their fair share and everybody should play by the same rules,Claim
thats how our economys grown,Premise
i believe in selfreliance and individual initiative and risk takers being rewarded,Claim
i believe governor romney is a good man,Claim
thats how we built the worlds greatest middle class,Premise
loves his family cares about his faith,Premise
i also believe that when he said behind closed doors that 47 percent of the country considered themselves victims who refuse personal responsibility think about who he was talking about,Claim
folks on social security whove worked all their lives,Premise
veterans whove sacrificed for this country,Premise
students who are out there trying to hopefully advance their own dreams,Premise
soldiers who are overseas fighting for us right now,Premise
also this countrys dreams,Premise
thats what ive been doing for the last four years,Claim
people who are working hard every day paying payroll tax gas taxes,Premise
dont make enough income,Premise
i want to fight for them,Claim
if they succeed i believe the country succeeds,Premise
i want to make sure that the next generation has those same opportunities,Claim
im asking for your vote and thats why im asking for another four years,Claim
my grandfather fought in world war ii and he came back and he got a gi,Premise
bill and that allowed him to go to college that wasnt a handout,Premise
that was something that advanced the entire country,Premise
it was a preplanned assault by heavily armed men,Claim
the state department has now made clear there were no protesters there,Premise
on a rather somber note one month ago tonight on the anniversary of 911 ambassador chris stevens and three other brave americans were killed in a terrorist attack in benghazi,Premise
it was a tragedy,Claim
chris stevens was one of our best,Premise
we lost three other brave americans,Premise
we will find and bring to justice the men who did this,Claim
we will get to the bottom of it,Claim
whatever mistakes were made will not be made again,Claim
the best way to do that is take a look at how hes handled the issues of the day,Claim
when youre looking at a president martha it seems to me that you should take a look at his most important responsibility,Claim
thats caring for the national security of the country,Claim
on iraq the president said he would end the war,Premise
governor romney said that was a tragic mistake we should have left 30000 troops there,Premise
governor romney said that was a tragic mistake we should have left 30000  he ended it,Premise
with regard to afghanistan he said he will end the war in 2014,Premise
governor romney said we should not set a date number one,Premise
number two with regard to 2014 it depends,Premise
when it came to osama bin laden the president the first day in office i was sitting with him in the oval office he called in the cia and signed an order saying my highest priority is to get bin laden,Premise
prior to the election prior to the  him being sworn in governor romney was asked the question about how he would proceed,Premise
he said i wouldnt move heaven and earth to get bin laden,Premise
he didnt understand it was more than about taking a murderer off the battlefield,Premise
it was about restoring americas heart and letting terrorists around the world know if you do harm to america we will track you to the gates of hell if need be,Premise
the president of the united states has  has led with a steady hand and clear vision,Claim
governor romney the opposite,Claim
the last thing we need now is another war,Claim
this is becoming more troubling by the day,Claim
they first blamed the youtube video,Premise
now theyre trying to blame the romneyryan ticket for making this an issue,Premise
with respect to iraq we had the same position before the withdrawal which was we agreed with the obama administration,Premise
if were hit by terrorists were going to call it for what it is a terrorist attack,Claim
he went to the un and in his speech at the un he said six times  he talked about the youtube video,Premise
it took the president two weeks to acknowledge that this was a terrorist attack,Premise
when you take a look at what has happened just in the last few weeks they sent the un ambassador out to say that this was because of a protest and a youtube video,Premise
our ambassador in paris has a marine detachment guarding him,Premise
shouldnt we have a marine detachment guarding our ambassador in benghazi a place where we knew that there was an al qaida cell with arms,Premise
we dont have a status of forces agreement because they failed to get one,Claim
the vice president was put in charge of those negotiations by president obama and they failed to get the agreement,Premise
lets have a status of forces agreement to make sure that we secure our gains,Premise
we agree with a 2014 transition,Claim
what we also want it do is make sure that were not projecting weakness abroad,Claim
thats whats happening here,Claim
its indicative of a broader problem,Claim
the obama foreign policy which is making the inaudible more chaotic us less safe,Claim
we should have spoken out right away when the green revolution was up and starting,Claim
its never too early to speak out for our values,Premise
when the mullahs in iran were attacking their people,Claim
we should not have called bashar assad a reformer when he was turning his russianprovided guns on his own people,Claim
we should always stand up for peace for democracy for individual rights,Claim
we should not be imposing these devastating defense cuts,Claim
what that does when we equivocate on our values when we show that were cutting down on defense it makes us more weak,Premise
it projects weakness,Premise
when we look weak our adversaries are much more willing to test us,Premise
thats a bunch of malarkey,Claim
not a single thing he said is accurate,Claim
the congressman here cut embassy security in his budget by 300 million below what we asked for,Claim
governor romney before he knew the facts before he even knew that our ambassador was killed he was out making a political statement which was panned by the media around the world,Claim
this talk about this  this weakness i  i dont understand what my friends talking about here,Claim
this is a guy whos repaired our alliances so the rest of the world follows us again,Premise
this is a president whos gone out and done everything he has said he was going to do,Premise
this is the guy who brought the entire world including russia and china to bring about the most devastating  most devastating  the most devastating efforts on iran to make sure that they in fact stop inaudible,Premise
that was exactly what we were told by the intelligence community,Claim
the intelligence community told us that,Claim
as they learned more facts about exactly what happened they changed their assessment,Premise
thats why theres also an investigation headed by tom pickering a leading diplomat from the reagan years who is doing an investigation as to whether or not there are any lapses what the lapses were so that they will never happen again,Premise
we did not know they wanted more security again,Claim
we werent told they wanted more security there,Premise
we said exactly what the intelligence community told us that they knew,Claim
that was the assessment,Premise
as the intelligence community changed their view we made it clear they changed their view,Claim
thats not presidential leadership,Claim
even before we knew what happened to the ambassador the governor was holding a press conference  was holding a press conference,Premise
what we should not be apologizing for are standing up for our values,Claim
what we should not be doing is saying to the egyptian people while mubarak is cracking down on them that hes a good guy and in the next week say he ought to go,Claim
what we should not be doing is rejecting claims for  for calls for more security in our barracks in our marine  we need marines in benghazi when the commander on the ground says we need more forces for security,Claim
there were requests for extra security,Premise
those requests were not honored,Premise
when it comes to speaking up for our values we should not apologize for those,Claim
we cannot allow iran to gain a nuclear weapons capability,Claim
theyre racing toward a nuclear weapon,Claim
now they have enough for five,Premise
when barack obama was elected they had enough fissile material  nuclear material to make one bomb,Premise
theyre stepping up their terrorist attacks,Claim
they tried a terrorist attack in the united states last year when they tried to blow up the saudi ambassador at a restaurant in washington dc,Premise
theyre four years closer toward a nuclear weapons capability,Premise
the administration was blocking us every step of the way,Claim
weve had four different sanctions the un on iran three from the bush administration one here,Premise
in congress ive been fighting for these sanctions since 2009,Premise
mitt romney proposed these sanctions in 2007,Premise
the only reason we got it is because russia watered it down and prevented the  the sanctions from hitting the central bank,Premise
only because we had strong bipartisan support for these tough sanctions were we able to overrule their objections and put them in spite of the administration,Premise
in order to solve this peacefully  which is everybodys goal  you have to have the ayatollahs change their minds,Claim
theyre moving faster toward a nuclear weapon,Premise
this administration has no credibility on this issue,Claim
when this administration says that all options are on the table they send out senior administration officials that send all these mixed signals,Premise
this administration watered down sanctions,Claim
delayed sanctions,Claim
tried to stop us for putting the tough sanctions in place,Claim
we have them in place because of congress,Premise
they say the military options on the table but its not being viewed as credible,Claim
the key is to do this peacefully is to make sure that we have credibility,Claim
under a romney administration we will have credibility on this issue,Claim
we want to prevent war,Claim
imagine had we let the republican congress work out the sanctions,Premise
you think theres any possibility the entire world would have joined us russia and china all of our allies these are the most crippling sanctions in the history of sanctions period,Premise
how are they going to prevent war if they say theres nothing more that we  that they say we should do than what weve already done,Premise
we could deal a serious blow to the iranians,Claim
they are a good way away,Claim
the israelis and the united states our military and intelligence communities are absolutely the same exact place in terms of how close  how close the iranians are to getting a nuclear weapon,Premise
there is no difference between our view and theirs,Premise
when my friend talks about fissile material they have to take this highly enriched uranium get it from 20 percent up then they have to be able to have something to put it in,Premise
both the israelis and we know  well know if they start the process of building a weapon,Claim
there is no weapon that the iranians have at this point,Premise
they are not changing their mind,Premise
thats what we have to do is change their mind so they stop pursuing nuclear weapons,Claim
theyre going faster,Premise
they see when we say that these options are on the table the secretary of defense walked them back,Premise
they see president obama in new york city the same day bibi netanyahu is and he instead of meeting with him goes on a  on a daily talk show,Premise
they see us saying when we come into the administration when theyre sworn in we need more space with our ally israel,Premise
theyre spinning the centrifuges faster,Premise
theyre moving faster toward a nuclear weapon,Premise
they see this administration trying to water down sanctions in congress for over two years,Premise
lets look at this from the view of the ayatollahs,Premise
youve got to get them to change their minds,Claim
to do this peacefully,Premise
you have to have credibility,Claim
i dont want to go into classified stuff,Claim
theyre not changing their minds,Premise
let me tell you what the ayatollah sees,Premise
he sees the currency going into the tank,Premise
the ayatollah sees that there are 50 percent fewer exports of oil,Premise
the ayatollah sees his economy being crippled,Premise
he sees the economy going into freefall,Premise
he sees the world for the first time totally united in opposition to him getting a nuclear weapon,Premise
its simply inaccurate,Claim
i was in a just before he went to the un i was in a conference call with the  with the president with him talking to bibi for well over an hour in  in  in stark relief and detail of what was going on,Premise
hes spoken to bibi netanyahu as much as hes spoken to anybody,Premise
with regard to bibi whos been my friend 39 years the president has met with bibi a dozen times,Premise
we will not allow the iranians to get a nuclear weapon,Claim
the secretary of defense has made it absolutely clear we didnt walk anything back,Premise
what bibi held up there was when they get to the point where they can enrich uranium enough to put into a weapon,Premise
they dont have a weapon to put it into,Claim
iran is more isolated today than when we took office,Claim
it is totally isolated,Premise
it was on the ascendancy when we took office,Premise
they are not four years closer to a nuclear weapon,Claim
of course they are,Claim
theyre closer to being able to get enough fissile material to put in a weapon if they had a weapon,Premise
im not saying that,Claim
you are acting a little bit like they dont want one,Premise
i think that case speaks for itself,Claim
theyre four years closer toward a nuclear weapon,Claim
theyve given 20 waivers to this sanction,Premise
all i have to point to are the results,Premise
its in spite of their opposition,Premise
thank heavens we had these sanctions in place,Premise
all this loose talk about them all they have to do is get to enrich uranium in a certain amount and they have a weapon not true,Claim
not true,Claim
facts matter,Premise
facts matter,Premise
if we ever have to take action unlike when we took office we will have the world behind us,Claim
that matters,Claim
that matters,Claim
he is right,Claim
it could prove catastrophic,Claim
if we didnt do it with precision,Premise
it undermines our credibility by backing up the point when we make it that all options are on the table,Claim
the ayatollahs see these kinds of statements and they think im going to get a nuclear weapon,Claim
when we see the kind of equivocation that took place because this administration wanted a precondition policy so when the green revolution started up they were silent for nine days,Premise
when they see us putting daylight between ourselves and our allies in israel that gives them encouragement,Premise
when they see this kind of activity they are encouraged to continue,Claim
thats the problem,Claim
when they see russia watering down any further sanctions the only reason we got a un sanction is because russia watered it down and prevented these central bank sanctions in the first place,Premise
ill tell you whats worse a nucleararmed iran which triggers a nuclear arms race in the middle east,Claim
this is the worlds largest sponsor of  of terrorism,Premise
theyve dedicated themselves to wiping an entire country off the map,Premise
they call us the great satan,Premise
if they get nuclear weapons other people in the neighborhood will pursue their nuclear weapons as well,Premise
we cant live with that,Claim
war should always be the absolute last resort,Claim
this president doesnt bluff,Claim
weve made it clear big nations cant bluff,Premise
the fact is that they are being crippled by them,Premise
he says theyre working,Premise
these crippling sanctions which bibi netanyahu says we should continue,Premise
the numberone issue here at home is jobs,Claim
the percentage of unemployed just fell below 8 percent for the first time in 43 months,Premise
the obama administration had projected that it would fall below 6 percent now after the addition of close to a trillion dollars in stimulus money,Premise
i dont know how long it will take,Claim
we can and we will get it under 6 percent,Claim
lets look at where we were when we came to office,Premise
the economy was in free fall,Premise
9 million people lost their job,Premise
the great recession hit,Premise
17  16 trillion in wealth lost in equity in your homes in retirement accounts for the middle class,Premise
we knew we had to act for the middle class,Premise
we immediately went out and rescued general motors,Premise
we went ahead and made sure that we cut taxes for the middle class,Premise
when that occurred what did romney do romney said no let detroit go bankrupt,Premise
we moved in and helped people refinance their homes,Premise
governor romney said no let foreclosures hit the bottom,Premise
it shouldnt be surprising,Claim
for a guy who says 47 percent of the american people are unwilling to take responsibility for their own lives,Premise
my friend recently in a speech in washington said 30 percent of the american people are takers,Premise
these people are my mom and dad  the people i grew up with my neighbors,Premise
they pay more effective tax than governor romney pays in his federal income tax,Premise
they are elderly people who in fact are living off of social security,Premise
they are veterans and people fighting in afghanistan right now who are quote not paying any tax,Premise
ive had it up to here with this notion that 47 percent  its about time they take some responsibility here,Premise
instead of signing pledges to grover norquist not to ask the wealthiest among us to contribute to bring back the middle class they should be signing a pledge saying to the middle class were going to level the playing field,Claim
were going to give you a fair shot again,Claim
we are going to not repeat the mistakes we made in the past by having a different set of rules for wall street and main street making sure that we continue to hemorrhage these tax cuts for the super wealthy,Claim
theyre pushing the continuation of a tax cut that will give an additional 500 billion in tax cuts to 120000 families,Claim
theyre holding hostage the middle class tax cut,Claim
they say we wont pass  we wont continue the middle class tax cut unless you give the tax cut for the super wealthy,Premise
you dont read the statistics,Claim
its going down,Premise
thats not how its going,Claim
thats how its going all around america,Claim
you know what it was the day you guys came in  85 percent,Premise
you know what the unemployment rate in scranton is today its 10 percent,Premise
im from janesville wisconsin,Premise
hes from scranton pennsylvania,Premise
joe and i are from similar towns,Premise
were going in the wrong direction,Claim
look at where we are,Premise
its growing a 13 percent,Premise
the economy is barely limping along,Claim
thats slower than it grew last year and last year was slower than the year before,Premise
job growth in september was slower than it was in august,Premise
august was slower than it was in july,Premise
were heading in the wrong direction,Claim
23 million americans are struggling for work today,Premise
15 percent of americans are living in poverty today,Premise
this is not what a real recovery looks like,Premise
we need real reforms for real recovery,Claim
